--- When using SR data, please cite us and provide a link and/or a mention.


 
Rk,Player,WS,Draft Team,Round,Pick,Draft Year,College,From,To,Age,G,GS,AS,WS,ORtg,DRtg,OWS,DWS,WS/48,OBPM,DBPM,BPM,VORP,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Pos,Team,Player-additional
631,Guerschon Yabusele,6.4,BOS,1,16,2016,,2017-18,2025-26,22-30,211,67,0,6.4,117,117,3.8,2.6,.091,-0.7,-0.8,-1.5,0.4,13.3,7.4,16.8,12.0,10.2,1.4,1.4,12.1,16.3,F-C,BOSCHINYKPHI,yabusgu01
632,Cheick Diallo,6.3,LAC,2,33,2016,Kansas,2016-17,2021-22,20-25,183,3,0,6.3,117,108,3.5,2.9,.139,-1.2,-0.2,-1.4,0.3,17.0,8.8,27.9,18.5,5.2,1.2,2.7,13.3,17.0,F,DETNOPPHO,diallch01
633,Oso Ighodaro,6.3,POR,2,40,2024,Marquette,2024-25,2025-26,22-23,143,30,0,6.3,122,115,3.2,3.2,.107,-2.5,1.5,-0.9,0.8,12.8,7.8,17.2,12.5,12.4,1.7,2.9,18.3,11.6,F,PHO,ighodos01
634,Ajay Mitchell,6.3,NYK,2,38,2024,UC Santa Barbara,2024-25,2025-26,22-23,93,17,0,6.3,118,109,2.8,3.5,.147,-0.5,1.4,0.9,1.5,15.4,3.1,10.1,6.7,18.3,2.2,1.0,11.3,20.2,G,OKC,mitchaj01
635,Jeff Ayres,6.3,SAC,2,31,2009,Arizona State,2009-10,2015-16,22-28,237,15,0,6.3,111,102,2.8,3.6,.131,-2.9,0.6,-2.3,-0.2,12.4,9.9,21.0,15.5,6.3,0.8,2.1,18.4,14.1,F,INDLACPORSAS,pendeje02
636,Jordan Crawford,6.3,NJN,1,27,2010,Xavier,2010-11,2017-18,22-29,281,99,0,6.3,99,109,1.8,4.6,.044,0.3,-1.6,-1.3,1.3,14.1,2.5,9.1,5.8,22.3,1.5,0.3,13.4,25.9,G,ATLBOSGSWNOPWAS,crawfjo02
637,Yves Missi,6.3,NOH,1,21,2024,Baylor,2024-25,2025-26,20-21,139,81,0,6.3,121,118,4.1,2.1,.093,-1.5,-0.9,-2.5,-0.4,15.3,14.2,18.6,16.3,7.8,0.8,5.8,12.9,13.6,C,NOP,missiyv01
638,Ziaire Williams,6.2,NOH,1,10,2021,Stanford,2021-22,2025-26,20-24,269,108,0,6.2,107,115,0.7,5.5,.052,-2.8,-0.2,-3.0,-1.5,10.6,3.1,12.8,7.8,8.2,1.9,1.2,11.2,17.8,F,BRKMEM,willizi02
639,Casey Jacobsen,6.2,PHO,1,22,2002,Stanford,2002-03,2007-08,21-26,287,14,0,6.2,106,110,4.3,2.0,.056,-1.6,-0.6,-2.2,-0.3,9.2,2.5,8.6,5.5,8.8,1.2,0.3,13.1,13.6,G-F,MEMNOHPHO,jacobca01
640,Aaron Gray,6.2,CHI,2,49,2007,Pittsburgh,2007-08,2013-14,23-29,318,87,0,6.2,102,105,1.4,4.8,.077,-3.5,-0.1,-3.6,-1.5,11.5,12.9,23.1,18.0,8.4,1.3,1.8,20.8,15.1,C,CHINOHSACTOR,grayaa01
641,Hamidou Diallo,6.2,NJN,2,45,2018,Kentucky,2018-19,2023-24,20-25,265,44,0,6.2,105,112,0.7,5.5,.060,-2.5,0.4,-2.1,-0.1,13.6,5.8,16.7,11.1,9.3,2.2,1.4,11.8,20.7,G,DETOKCWAS,diallha01
642,Rodney Carney,6.2,CHI,1,16,2006,Memphis,2006-07,2010-11,22-26,299,48,0,6.2,104,109,2.5,3.7,.064,-1.1,-0.5,-1.6,0.5,11.9,4.2,11.0,7.5,4.6,1.8,1.7,8.3,18.7,F,GSWMEMMINPHI,carnero01
643,Cam Spencer,6.1,DET,2,53,2024,Connecticut,2024-25,2025-26,24-25,97,21,0,6.1,133,121,5.4,0.8,.150,2.7,-0.7,2.0,2.0,16.8,2.8,9.0,5.8,31.0,1.5,0.6,12.3,17.0,G,MEM,spencca01
644,Juan Dixon,6.1,WAS,1,17,2002,Maryland,2002-03,2008-09,24-30,436,77,0,6.1,99,110,1.6,4.5,.034,-1.2,-0.9,-2.1,-0.3,12.8,2.1,9.3,5.6,16.0,2.1,0.3,13.0,22.9,G,DETPORTORWAS,dixonju01
645,Al Thornton,6.1,LAC,1,14,2007,Florida State,2007-08,2010-11,24-27,296,167,0,6.1,101,112,1.9,4.2,.035,-2.2,-1.4,-3.5,-3.2,12.3,5.4,11.9,8.6,7.4,1.2,1.4,10.9,21.3,F,GSWLACWAS,thornal01
646,Lucas Nogueira,6.0,BOS,1,16,2013,,2014-15,2017-18,22-25,141,10,0,6.0,122,101,2.7,3.4,.165,-0.9,3.3,2.3,1.9,15.8,7.8,17.1,12.5,5.8,2.6,6.9,18.2,10.5,C,TOR,noguelu01
647,Talen Horton-Tucker,6.0,ORL,2,46,2019,Iowa State,2019-20,2024-25,19-24,305,55,0,6.0,105,114,0.3,5.7,.049,-2.0,0.0,-2.0,0.0,12.8,2.7,11.9,7.3,20.9,1.9,1.6,13.6,22.3,G-F,CHILALUTA,hortota01
648,Festus Ezeli,5.9,GSW,1,30,2012,Vanderbilt,2012-13,2015-16,23-26,170,61,0,5.9,107,102,2.2,3.8,.119,-2.5,0.5,-2.0,0.0,13.4,13.8,18.9,16.5,3.7,1.0,5.3,16.7,14.6,C,GSW,ezelife01
649,Kevin Séraphin,5.9,CHI,1,17,2010,,2010-11,2016-17,21-27,423,34,0,5.9,96,105,-1.4,7.3,.044,-3.9,-0.4,-4.3,-3.6,12.1,8.8,16.8,12.8,6.5,0.7,3.7,15.4,20.5,F,INDNYKWAS,serapke01
650,Jeremiah Robinson-Earl,5.9,NYK,2,32,2021,Villanova,2021-22,2025-26,21-25,219,69,0,5.9,114,116,2.9,3.0,.074,-1.5,-0.9,-2.4,-0.4,12.1,8.6,17.9,13.2,7.9,1.4,0.9,10.3,14.8,F,DALINDNOPOKC,robinje02
651,Shaedon Sharpe,5.9,POR,1,7,2022,Kentucky,2022-23,2025-26,19-22,234,134,0,5.9,107,118,1.4,4.5,.043,-0.8,-1.3,-2.1,-0.2,13.4,3.7,12.3,7.9,12.7,1.5,0.8,11.9,24.2,G,POR,sharpsh01
652,Dan Dickau,5.9,SAC,1,28,2002,Gonzaga,2002-03,2007-08,24-29,300,57,0,5.9,103,110,3.3,2.6,.061,-0.8,-0.7,-1.5,0.6,12.9,1.9,8.6,5.2,28.7,1.9,0.2,16.0,20.3,G,ATLBOSDALLACNOHPOR,dickada01
653,Tristan Da Silva,5.8,ORL,1,18,2024,Colorado,2024-25,2025-26,23-24,151,72,0,5.8,112,114,1.8,4.0,.079,-1.4,-0.1,-1.5,0.4,11.0,4.1,13.1,8.5,9.8,1.4,1.1,9.6,15.8,F,ORL,dasiltr01
654,Anthony Randolph,5.8,GSW,1,14,2008,Louisiana State,2008-09,2013-14,19-24,252,43,0,5.8,101,106,1.2,4.6,.072,-1.6,0.0,-1.6,0.4,16.5,9.6,21.4,15.5,7.8,1.9,4.2,14.6,22.8,F,DENGSWMINNYK,randoan01
655,Ryan Kalkbrenner,5.7,CHA,2,34,2025,Creighton,2025-26,2025-26,24,69,31,0,5.7,142,112,3.6,2.1,.185,0.5,1.3,1.8,1.4,17.9,13.0,15.7,14.4,5.2,1.1,6.3,15.3,11.6,C,CHO,kalkbry01
656,Chimezie Metu,5.7,SAS,2,49,2018,Southern California,2018-19,2023-24,21-26,260,38,0,5.7,109,113,1.8,3.9,.076,-1.7,0.0,-1.6,0.3,14.2,5.5,22.8,14.1,7.9,1.9,2.3,13.1,18.4,F-C,DETPHOSACSAS,metuch01
657,Brandon Miller,5.7,CHA,1,2,2023,Alabama,2023-24,2025-26,21-23,166,160,0,5.7,108,118,1.6,4.0,.052,0.4,-0.9,-0.6,1.9,14.6,3.3,13.0,8.1,15.1,1.5,1.9,11.6,26.1,F-G,CHO,millebr02
658,Jiří Welsch,5.7,PHI,1,16,2002,,2002-03,2005-06,23-26,247,102,0,5.7,100,106,2.0,3.7,.059,-1.8,-0.1,-1.9,0.1,11.2,3.0,12.0,7.6,13.0,2.1,0.2,14.9,17.3,G,BOSCLEGSWMIL,welscji01
659,Zach Edey,5.6,MEM,1,9,2024,Purdue,2024-25,2025-26,22-23,77,66,0,5.6,123,110,3.1,2.6,.159,-0.3,0.3,0.0,0.9,18.6,17.3,24.6,20.9,6.2,1.2,5.7,15.9,17.1,C,MEM,edeyza01
660,Travis Diener,5.6,ORL,2,38,2005,Marquette,2005-06,2009-10,23-27,179,21,0,5.6,114,111,3.9,1.8,.102,0.1,-0.5,-0.4,1.1,12.5,1.6,8.6,5.1,24.2,1.4,0.3,10.8,15.2,G,INDORLPOR,dienetr01
661,Kyle Filipowski,5.5,UTA,2,32,2024,Duke,2024-25,2025-26,21-22,149,68,0,5.5,115,118,3.3,2.2,.080,-0.6,-0.4,-1.0,0.8,15.5,8.2,24.2,16.1,14.9,1.7,1.8,14.6,19.4,F-C,UTA,filipky01
662,Johan Petro,5.5,OKC,1,25,2005,,2005-06,2012-13,20-27,473,139,0,5.5,97,108,-1.0,6.5,.037,-4.2,-0.3,-4.6,-4.6,10.4,8.5,21.0,14.7,5.1,1.4,2.4,14.1,16.4,C,ATLDENNJNOKCSEA,petrojo01
663,Pelle Larsson,5.5,HOU,2,44,2024,Arizona,2024-25,2025-26,23-24,125,62,0,5.5,119,117,3.1,2.4,.100,-2.0,0.2,-1.8,0.2,12.2,3.9,9.6,6.7,15.3,1.5,0.8,12.3,16.1,G,MIA,larsspe01
664,Ochai Agbaji,5.5,CLE,1,14,2022,Kansas,2022-23,2025-26,22-25,263,108,0,5.5,111,119,2.1,3.4,.047,-2.3,-0.6,-2.9,-1.3,9.6,4.4,9.9,7.1,7.3,1.3,1.7,9.9,14.5,G,BRKTORUTA,agbajoc01
665,Jeremy Sochan,5.4,SAS,1,9,2022,Baylor,2022-23,2025-26,19-22,228,149,0,5.4,108,117,1.1,4.3,.047,-2.2,-0.6,-2.8,-1.1,12.6,7.7,16.7,12.1,14.4,1.5,1.5,14.0,18.8,F-G,NYKSAS,sochaje01
666,Chris Douglas-Roberts,5.4,NJN,2,40,2008,Memphis,2008-09,2014-15,22-28,222,61,0,5.4,103,109,1.7,3.6,.059,-2.0,-0.2,-2.2,-0.2,11.5,2.1,10.5,6.2,9.8,1.5,1.0,11.8,17.8,G,CHADALLACMILNJN,douglch01
667,Sam Dekker,5.4,HOU,1,18,2015,Wisconsin,2015-16,2021-22,21-27,201,8,0,5.4,111,112,3.0,2.3,.083,-0.8,-0.6,-1.4,0.5,12.7,6.7,14.7,10.7,7.4,1.6,1.0,8.8,15.4,F,CLEHOULACTORWAS,dekkesa01
668,Justin Jackson,5.3,POR,1,15,2017,North Carolina,2017-18,2023-24,22-28,280,61,0,5.3,108,115,2.8,2.6,.052,-1.8,-1.0,-2.8,-1.0,10.0,2.5,12.0,7.2,8.3,0.9,0.8,6.9,15.1,G-F,BOSDALMILMINOKCPHOSAC,jacksju01
669,Jalen McDaniels,5.3,CHA,2,52,2019,San Diego State,2019-20,2024-25,22-27,252,45,0,5.3,107,114,0.9,4.3,.056,-3.1,-0.1,-3.3,-1.5,11.0,4.2,15.8,9.9,9.0,1.8,1.7,12.1,16.7,F,CHOPHITORWAS,mcdanja01
670,Svi Mykhailiuk,5.3,LAL,2,47,2018,Kansas,2018-19,2025-26,21-28,381,110,0,5.3,107,118,2.0,3.3,.039,-1.2,-1.2,-2.4,-0.6,10.6,2.5,9.4,5.9,12.2,1.5,0.5,12.2,17.7,G-F,BOSCHODETLALNYKOKCTORUTA,mykhasv01
671,Sam Young,5.2,MEM,2,36,2009,Pittsburgh,2009-10,2012-13,24-27,249,52,0,5.2,101,107,1.1,4.1,.063,-2.0,-0.1,-2.1,-0.1,11.5,4.8,12.0,8.4,7.0,1.8,1.1,12.5,18.4,F,INDMEMPHI,youngsa01
672,Joffrey Lauvergne,5.2,MEM,2,55,2013,,2014-15,2017-18,23-26,208,18,0,5.2,106,108,2.4,2.8,.089,-1.2,-0.9,-2.1,-0.1,14.3,9.2,21.8,15.4,10.1,1.0,1.0,13.1,19.4,C-F,CHIDENOKCSAS,lauvejo01
673,Semi Ojeleye,5.2,BOS,2,37,2017,SMU,2017-18,2021-22,23-27,284,24,0,5.2,108,112,1.4,3.8,.061,-3.0,-0.4,-3.4,-1.5,7.0,3.9,12.3,8.1,4.0,0.9,0.4,9.0,10.9,F,BOSLACMIL,ojelese01
674,Adem Bona,5.2,PHI,2,41,2024,UCLA,2024-25,2025-26,21-22,129,29,0,5.2,123,114,2.8,2.4,.116,-3.1,0.3,-2.8,-0.4,14.4,11.1,17.7,14.3,3.9,1.3,6.8,18.8,12.5,C-F,PHI,bonaad01
675,Gui Santos,5.2,GSW,2,55,2022,,2023-24,2025-26,21-23,147,32,0,5.2,117,115,2.5,2.6,.105,-1.2,0.3,-0.9,0.7,13.5,7.5,15.4,11.4,15.3,1.9,1.3,16.3,16.7,F,GSW,santogu01
676,Ryan Rollins,5.1,ATL,2,44,2022,Toledo,2022-23,2025-26,20-23,155,86,0,5.1,111,117,2.1,3.0,.074,-0.1,-0.1,-0.1,1.6,15.5,2.7,12.9,7.9,24.5,2.4,1.5,16.1,22.8,G,GSWMILWAS,rolliry01
677,Jaylen Wells,5.1,MEM,2,39,2024,Washington State,2024-25,2025-26,21-22,148,143,0,5.1,114,119,3.0,2.1,.063,-1.4,-1.2,-2.6,-0.6,10.9,4.1,9.4,6.8,8.6,1.3,0.4,8.7,17.5,F,MEM,wellsja01
678,Solomon Jones,5.0,ATL,2,33,2006,South Florida,2006-07,2013-14,22-29,281,12,0,5.0,104,107,1.7,3.4,.078,-4.3,0.3,-4.0,-1.6,10.2,9.6,14.8,12.2,4.9,1.0,3.8,16.9,13.9,F,ATLINDLACNOHNYKORL,jonesso01
679,Bol Bol,5.0,MIA,2,44,2019,Oregon,2019-20,2024-25,20-25,202,45,0,5.0,110,112,1.4,3.6,.088,-0.8,0.4,-0.4,1.1,15.5,5.4,23.5,14.5,6.8,1.0,5.3,15.0,18.6,F-C,DENORLPHO,bolbo01
680,Cam Thomas,5.0,NJN,1,27,2021,Louisiana State,2021-22,2025-26,20-24,257,88,0,5.0,108,119,1.9,3.1,.041,-0.1,-2.2,-2.3,-0.4,14.7,1.5,10.4,5.9,15.8,1.0,0.6,9.8,28.6,G,BRKMIL,thomaca02
681,Chuma Okeke,5.0,ORL,1,16,2019,Auburn,2020-21,2024-25,22-26,198,58,0,5.0,105,112,0.3,4.7,.060,-1.8,0.8,-1.1,1.0,11.2,4.1,16.1,10.0,10.5,2.1,2.0,9.6,14.6,F,CLEORLPHI,okekech01
682,Eric Paschall,5.0,GSW,2,41,2019,Villanova,2019-20,2021-22,23-25,158,31,0,5.0,111,115,3.3,1.7,.078,-0.7,-1.5,-2.2,-0.1,14.1,4.9,13.0,8.9,11.0,0.8,0.7,10.9,21.0,F,GSWUTA,pascher01
683,Sebastian Telfair,5.0,POR,1,13,2004,,2004-05,2014-15,19-29,564,193,0,5.0,98,112,0.0,5.0,.020,-2.2,-1.2,-3.4,-4.2,10.8,1.4,7.2,4.3,25.8,1.8,0.5,16.4,19.5,G,BOSCLELACMINOKCPHOPORTOR,telfase01
684,Henry Walker,5.0,WAS,2,47,2008,Kansas State,2008-09,2014-15,21-27,181,35,0,5.0,107,108,2.5,2.5,.079,-1.5,-0.2,-1.8,0.2,10.8,2.1,13.3,7.7,8.0,1.6,0.7,13.2,16.2,F,BOSMIANYK,walkebi01
685,Álex Abrines,5.0,OKC,2,32,2013,,2016-17,2018-19,23-25,174,16,0,5.0,112,110,2.5,2.5,.086,-2.1,0.1,-1.9,0.1,8.8,1.9,8.0,4.9,4.4,1.6,0.7,7.9,13.8,G-F,OKC,abrinal01
686,Ja'Kobe Walter,4.9,TOR,1,19,2024,Baylor,2024-25,2025-26,20-21,124,37,0,4.9,116,115,2.1,2.8,.092,-1.8,0.3,-1.4,0.4,11.4,4.8,10.0,7.4,8.8,2.2,0.9,9.1,15.8,G,TOR,walteja01
687,Justin Anderson,4.9,DAL,1,21,2015,Virginia,2015-16,2021-22,22-28,242,30,0,4.9,104,109,1.4,3.5,.072,-1.4,-0.1,-1.5,0.4,12.4,4.7,16.3,10.4,8.4,1.6,2.1,10.3,18.4,G,ATLBRKCLEDALINDPHI,anderju01
688,Daequan Cook,4.9,PHI,1,21,2007,Ohio State,2007-08,2012-13,20-25,328,49,0,4.9,100,110,0.6,4.3,.039,-1.5,-1.2,-2.7,-1.1,9.1,1.5,12.2,6.9,6.6,1.1,0.6,7.6,18.0,G,CHIHOUMIAOKC,cookda02
689,Jordan Bell,4.9,CHI,2,38,2017,Oregon,2017-18,2021-22,23-27,161,17,0,4.9,113,107,2.1,2.8,.121,-1.4,1.5,0.2,1.1,15.0,8.9,18.6,13.9,13.7,1.5,5.1,18.6,14.1,F,CHIGSWMEMMINWAS,belljo01
690,Lonnie Walker IV,4.9,SAS,1,18,2018,Miami (FL),2018-19,2024-25,20-26,342,95,0,4.9,104,116,0.1,4.8,.033,-1.4,-1.1,-2.5,-1.0,11.6,1.3,10.9,6.1,10.8,1.3,1.2,8.7,21.5,G,BRKLALPHISAS,walkelo01
691,Hasheem Thabeet,4.8,MEM,1,2,2009,Connecticut,2009-10,2013-14,22-26,224,20,0,4.8,106,103,1.3,3.6,.099,-4.4,1.7,-2.7,-0.4,10.3,10.3,18.9,14.7,1.6,1.3,6.0,23.0,10.1,C,HOUMEMOKCPOR,thabeha01
692,Jaylon Tyson,4.8,CLE,1,20,2024,California,2024-25,2025-26,22-23,113,45,0,4.8,117,116,2.6,2.2,.103,0.0,-0.5,-0.5,0.9,14.1,7.7,13.6,10.7,11.8,1.4,1.3,12.5,18.9,G,CLE,tysonja01
693,Rodrigue Beaubois,4.8,OKC,1,25,2009,,2009-10,2012-13,21-24,182,54,0,4.8,101,105,1.3,3.5,.079,-0.9,0.7,-0.1,1.4,14.5,1.9,11.2,6.6,21.5,2.2,1.4,14.3,22.8,G,DAL,beaubro01
694,Nassir Little,4.7,POR,1,25,2019,North Carolina,2019-20,2023-24,19-23,237,36,0,4.7,113,118,2.9,1.9,.061,-1.6,-1.0,-2.6,-0.5,11.3,4.7,15.7,10.1,6.4,0.9,2.3,9.5,14.9,F,PHOPOR,littlna01
695,Donnell Harvey,4.7,NYK,1,22,2000,Florida,2000-01,2004-05,20-24,205,39,0,4.7,98,103,1.1,3.7,.069,-2.6,0.0,-2.6,-0.5,12.5,8.7,20.3,14.3,8.7,1.5,1.8,15.4,18.3,F,DALDENNJNORLPHO,harvedo01
696,Timothé Luwawu-Cabarrot,4.7,PHI,1,24,2016,,2016-17,2021-22,21-26,328,60,0,4.7,104,113,1.0,3.7,.043,-3.1,-0.9,-4.0,-2.7,8.6,2.6,10.8,6.8,7.8,1.2,0.7,11.3,16.9,F,ATLBRKCHIOKCPHI,luwawti01
697,A.J. Price,4.7,IND,2,52,2009,Connecticut,2009-10,2014-15,23-28,261,25,0,4.7,100,108,1.2,3.5,.058,-0.6,-0.6,-1.3,0.7,12.2,1.9,8.7,5.3,23.6,1.6,0.2,12.8,20.5,G,CLEINDMINPHOWAS,priceaj01
698,Jaylen Nowell,4.7,MIN,2,43,2019,Washington,2019-20,2024-25,20-25,205,4,0,4.7,110,117,2.3,2.3,.064,-1.0,-1.1,-2.1,-0.1,13.6,2.8,11.1,6.9,16.3,1.3,0.9,8.0,22.2,G,DETMEMMINNOP,nowelja01
699,Nikola Jović,4.7,MIA,1,27,2022,,2022-23,2025-26,19-22,154,57,0,4.7,108,113,0.8,3.8,.073,-1.5,0.6,-0.9,0.8,12.1,3.0,17.0,10.0,15.4,1.5,1.4,13.3,18.8,G-F,MIA,jovicni01
700,Thomas Robinson,4.6,SAC,1,5,2012,Kansas,2012-13,2016-17,21-25,313,12,0,4.6,97,105,-0.6,5.2,.053,-2.7,-0.8,-3.5,-1.6,14.0,14.0,25.7,19.8,7.2,1.9,2.0,16.8,19.8,F,BRKHOULALPHIPORSAC,robinth01
701,Ron Holland,4.6,DET,1,5,2024,,2024-25,2025-26,19-20,159,7,0,4.6,106,110,0.1,4.5,.078,-3.3,0.9,-2.4,-0.3,11.4,4.9,16.0,10.6,8.5,2.4,1.5,13.5,18.5,F,DET,hollaro01
702,Baylor Scheierman,4.6,BOS,1,30,2024,Creighton,2024-25,2025-26,24-25,108,22,0,4.6,123,113,2.2,2.3,.121,-1.1,1.2,0.1,1.0,11.3,4.7,15.3,10.1,10.7,1.6,0.4,11.2,12.5,G,BOS,scheiba01
703,Derrick Brown,4.5,CHA,2,40,2009,Xavier,2009-10,2011-12,22-24,171,18,0,4.5,109,109,2.9,1.6,.085,-0.8,-0.5,-1.3,0.4,13.8,7.5,11.5,9.5,8.2,1.8,1.0,11.9,16.6,F,CHANYK,brownde04
704,Austin Daye,4.5,DET,1,15,2009,Gonzaga,2009-10,2014-15,21-26,293,29,0,4.5,99,107,0.6,3.9,.053,-1.9,-0.1,-2.0,0.0,11.6,4.0,18.6,11.1,8.3,1.5,2.3,11.8,19.3,F,ATLDETMEMSASTOR,dayeau01
705,Royal Ivey,4.5,ATL,2,37,2004,Texas,2004-05,2013-14,23-32,492,114,0,4.5,101,111,1.6,2.9,.035,-3.6,-0.1,-3.8,-2.7,8.4,2.7,8.0,5.3,12.6,2.0,0.5,13.2,14.2,G,ATLMILOKCPHI,iveyro01
706,Skal Labissière,4.5,PHO,1,28,2016,Kentucky,2016-17,2025-26,20-29,155,43,0,4.5,108,111,2.4,2.1,.082,-1.6,-0.6,-2.2,-0.2,15.0,9.5,19.0,14.2,8.9,1.0,3.4,13.3,19.2,F,PORSACWAS,labissk01
707,Charles Bassey,4.5,PHI,2,53,2021,Western Kentucky,2021-22,2025-26,21-25,126,3,0,4.5,123,111,2.4,2.1,.152,-0.8,1.4,0.6,0.9,19.5,15.1,26.7,20.8,10.1,1.6,6.7,17.7,15.8,C,BOSGSWMEMPHISAS,bassech01
708,Kirk Snyder,4.5,UTA,1,16,2004,Nevada,2004-05,2007-08,21-24,211,71,0,4.5,102,109,1.8,2.7,.061,-0.7,-0.6,-1.2,0.7,12.4,5.0,11.6,8.2,11.5,1.3,1.6,13.8,19.4,G,HOUMINNOKUTA,snydeki01
709,Denzel Valentine,4.5,CHI,1,14,2016,Michigan State,2016-17,2021-22,23-28,256,45,0,4.5,101,111,-0.1,4.6,.044,-1.8,0.0,-1.9,0.2,10.6,2.2,17.4,9.7,14.4,1.6,0.6,11.4,18.0,G,CHICLEUTA,valende01
710,DeAndre' Bembry,4.4,ATL,1,21,2016,Saint Joseph's,2016-17,2021-22,22-27,296,55,0,4.4,100,111,-1.2,5.6,.038,-3.3,1.0,-2.3,-0.4,10.5,3.5,14.7,9.0,13.2,2.4,1.9,18.1,15.0,F,ATLBRKMILTOR,bembrde01
711,Matas Buzelis,4.4,CHI,1,11,2024,,2024-25,2025-26,20-21,157,108,0,4.4,108,116,0.9,3.5,.057,-1.2,-0.4,-1.6,0.4,13.9,3.8,16.5,10.2,9.0,1.0,4.4,12.2,21.1,F,CHI,buzelma01
712,Shane Larkin,4.4,ATL,1,18,2013,Miami (FL),2013-14,2017-18,21-25,256,41,0,4.4,100,109,1.2,3.2,.044,-2.6,0.1,-2.4,-0.6,11.4,1.9,9.6,5.7,22.9,2.6,0.4,17.7,15.7,G,BOSBRKDALNYK,larkish01
713,Terrance Ferguson,4.4,OKC,1,21,2017,,2017-18,2020-21,19-22,204,124,0,4.4,107,112,1.3,3.1,.053,-4.1,0.1,-4.0,-2.1,5.6,2.0,5.1,3.5,4.7,1.1,0.9,9.7,10.0,G-F,OKCPHI,fergute01
714,VJ Edgecombe,4.4,PHI,1,3,2025,Baylor,2025-26,2025-26,20,75,75,0,4.4,113,116,1.9,2.5,.081,-0.4,-0.1,-0.5,1.0,14.0,5.0,12.7,8.8,17.4,2.0,1.4,11.0,20.1,G-F,PHI,edgecvj01
715,Patrick McCaw,4.4,MIL,2,38,2016,UNLV,2016-17,2020-21,21-25,199,43,0,4.4,103,109,0.6,3.8,.062,-3.6,0.8,-2.8,-0.6,7.8,2.2,7.9,5.2,10.2,2.0,0.7,14.2,11.1,G,CLEGSWTOR,mccawpa01
716,Jordan Walsh,4.3,SAC,2,38,2023,Arkansas,2023-24,2025-26,19-21,129,27,0,4.3,121,111,1.7,2.6,.122,-2.3,1.4,-0.9,0.5,11.4,7.4,15.7,11.6,5.9,2.0,2.5,12.2,11.6,G-F,BOS,walshjo01
717,Sergio Rodríguez,4.3,PHO,1,27,2006,,2006-07,2016-17,20-30,353,52,0,4.3,100,111,0.6,3.7,.039,-0.8,-1.1,-2.0,0.1,12.4,2.7,9.0,5.8,35.4,2.1,0.2,21.8,19.4,G,NYKPHIPORSAC,rodrise01
718,Ben Sheppard,4.3,IND,1,26,2023,Belmont,2023-24,2025-26,22-24,185,30,0,4.3,115,119,2.1,2.1,.060,-2.6,-0.2,-2.8,-0.7,9.1,3.3,11.6,7.4,9.4,1.5,0.6,7.6,12.7,G,IND,sheppbe01
719,Isaiah Canaan,4.3,HOU,2,34,2013,Murray State,2013-14,2018-19,22-27,235,77,0,4.3,103,112,2.2,2.1,.043,-1.3,-1.1,-2.4,-0.5,10.7,1.4,8.7,5.0,14.8,1.5,0.4,12.4,18.9,G,CHIHOUMILMINPHIPHO,canaais01
720,James Wiseman,4.3,GSW,1,2,2020,Memphis,2020-21,2025-26,19-24,152,56,0,4.3,110,115,1.5,2.7,.072,-2.9,-1.1,-4.0,-1.5,14.4,9.3,23.1,16.1,6.0,0.5,3.1,13.6,19.9,C,DETGSWIND,wisemja01
721,Karlo Matković,4.3,NOH,2,52,2022,,2024-25,2025-26,23-24,104,9,0,4.3,127,117,2.8,1.4,.120,-0.7,0.2,-0.6,0.6,16.1,8.4,19.5,13.9,8.1,1.3,5.3,13.2,14.4,F-C,NOP,matkoka01
722,Wes Iwundu,4.2,ORL,2,33,2017,Kansas State,2017-18,2021-22,23-27,226,51,0,4.2,105,112,0.9,3.3,.053,-4.0,0.1,-3.9,-1.8,8.2,3.2,12.6,7.9,7.4,1.3,1.1,11.0,12.4,F,ATLDALNOPORL,iwundwe01
723,Dylan Harper,4.2,SAS,1,2,2025,Rutgers,2025-26,2025-26,19,69,4,0,4.2,117,113,2.0,2.2,.130,0.3,1.1,1.4,1.3,16.2,3.8,12.1,8.1,24.7,1.7,1.4,12.3,21.8,G,SAS,harpedy01
724,Caleb Houstan,4.2,ORL,2,32,2022,Michigan,2022-23,2025-26,20-23,186,23,0,4.2,118,116,1.9,2.3,.081,-2.2,-0.4,-2.6,-0.4,8.2,3.9,8.6,6.2,5.4,1.0,0.7,7.5,11.9,G-F,ATLORL,houstca01
725,Dominic McGuire,4.1,WAS,2,47,2007,Fresno State,2007-08,2012-13,22-27,342,84,0,4.1,98,109,-0.1,4.2,.037,-2.7,0.6,-2.1,-0.1,9.8,7.4,18.4,12.8,11.5,1.5,2.8,19.0,11.0,F,CHAGSWINDNOHSACTORWAS,mcguido01
726,Courtney Alexander,4.1,ORL,1,13,2000,Fresno State,2000-01,2002-03,23-25,187,59,0,4.1,99,108,2.0,2.1,.048,-2.2,-1.5,-3.7,-1.7,11.5,3.5,8.2,5.8,9.7,1.4,0.3,10.5,21.7,G,DALNOHWAS,alexaco02
727,Mouhamed Gueye,4.1,CHA,2,39,2023,Washington State,2023-24,2025-26,21-23,116,36,0,4.1,116,111,1.4,2.7,.110,-2.3,1.2,-1.1,0.4,12.9,8.5,18.2,13.3,7.1,2.5,3.9,8.4,13.5,F,ATL,gueyemo02
