--- When using SR data, please cite us and provide a link and/or a mention.


 
Rk,Player,WS,Draft Team,Round,Pick,Draft Year,College,From,To,Age,G,GS,AS,WS,ORtg,DRtg,OWS,DWS,WS/48,OBPM,DBPM,BPM,VORP,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Pos,Team,Player-additional
728,Zaccharie Risacher,4.1,ATL,1,1,2024,,2024-25,2025-26,19-20,142,119,0,4.1,109,116,1.1,3.0,.058,-1.9,-1.1,-3.1,-0.9,12.0,5.0,12.2,8.6,7.0,1.6,2.0,9.6,19.4,F,ATL,risacza01
729,Isaiah Roby,4.0,DET,2,45,2019,Nebraska,2019-20,2022-23,21-24,151,64,0,4.0,107,113,1.1,2.9,.068,-2.4,0.2,-2.3,-0.2,13.5,6.6,18.0,12.2,11.5,1.8,2.5,15.5,18.1,F,OKCSAS,robyis01
730,Jan Veselý,4.0,WAS,1,6,2011,,2011-12,2013-14,21-23,162,25,0,4.0,101,103,0.8,3.2,.078,-3.7,1.1,-2.6,-0.4,10.9,10.2,15.6,12.9,6.0,2.2,2.7,17.6,12.7,F,DENWAS,veselja01
731,Josh Minott,4.0,CHA,2,45,2022,Memphis,2022-23,2025-26,20-23,142,11,0,4.0,122,111,2.0,2.0,.148,0.7,1.6,2.3,1.4,16.4,6.0,15.2,10.6,8.6,2.6,3.4,11.4,17.4,F,BOSBRKMIN,minotjo01
732,Collin Murray-Boyles,4.0,TOR,1,9,2025,South Carolina,2025-26,2025-26,20,57,22,0,4.0,125,112,2.1,1.9,.154,-0.5,1.5,1.0,1.0,16.4,12.0,14.0,13.0,11.7,2.0,4.1,13.2,15.5,F,TOR,murraco01
733,Melvin Ely,4.0,LAC,1,12,2002,Fresno State,2002-03,2013-14,24-35,375,55,0,4.0,97,108,-0.6,4.6,.032,-3.3,-0.7,-4.0,-3.1,10.6,8.3,15.2,11.7,7.1,0.9,2.6,16.4,17.9,C,CHADENLACNOHNOPSAS,elyme01
734,Keyonte George,4.0,UTA,1,16,2023,Baylor,2023-24,2025-26,20-22,196,133,0,4.0,110,124,3.6,0.4,.032,0.3,-2.5,-2.2,-0.3,13.7,1.2,11.0,6.1,26.0,1.1,0.5,15.2,24.9,G,UTA,georgke01
735,Jordan Miller,4.0,LAC,2,48,2023,Miami (FL),2023-24,2025-26,24-26,105,1,0,4.0,120,117,2.4,1.5,.107,-0.2,-0.3,-0.5,0.7,14.6,5.1,10.8,8.0,13.9,1.7,0.9,12.4,18.1,G,LAC,millejo02
736,Nik Stauskas,3.9,SAC,1,8,2014,Michigan,2014-15,2021-22,21-28,343,63,0,3.9,101,113,1.1,2.8,.028,-1.9,-1.1,-3.0,-1.7,9.1,1.3,10.1,5.6,11.6,1.0,0.9,13.5,16.3,G,BOSBRKCLEMIAPHIPORSAC,stausni01
737,Hilton Armstrong,3.9,NOH,1,12,2006,Connecticut,2006-07,2013-14,22-29,292,40,0,3.9,98,106,-0.4,4.3,.055,-4.6,0.5,-4.1,-1.8,9.9,10.0,16.6,13.2,4.5,1.4,3.3,21.7,14.6,F-C,ATLGSWHOUNOHNOKSACWAS,armsthi01
738,Julian Wright,3.9,NOH,1,13,2007,Kansas,2007-08,2010-11,20-23,231,40,0,3.9,102,108,0.7,3.1,.061,-1.0,0.6,-0.5,1.2,12.8,7.0,13.7,10.3,9.1,2.3,1.8,15.9,15.7,F,NOHTOR,wrighju01
739,Olivier-Maxence Prosper,3.8,SAC,1,24,2023,Marquette,2023-24,2025-26,21-23,145,29,0,3.8,119,117,2.3,1.5,.097,-0.2,-1.0,-1.2,0.4,14.6,7.3,15.1,11.2,8.3,1.8,1.1,8.6,17.7,F,DALMEM,prospol01
740,Cooper Flagg,3.8,DAL,1,1,2025,Duke,2025-26,2025-26,19,70,70,0,3.8,110,115,1.3,2.5,.078,1.0,0.4,1.4,2.0,17.9,3.9,17.0,10.5,21.5,1.7,2.3,10.7,26.9,F-G,DAL,flaggco01
741,Andrew Nicholson,3.8,ORL,1,19,2012,St. Bonaventure,2012-13,2016-17,23-27,285,36,0,3.8,99,108,0.5,3.3,.045,-2.6,-1.0,-3.6,-1.6,12.2,5.2,18.5,11.8,5.1,0.9,1.9,11.5,20.3,F,BRKORLWAS,nichoan01
742,D.J. White,3.8,DET,1,29,2008,Indiana,2008-09,2013-14,22-27,138,11,0,3.8,108,109,2.4,1.4,.087,-1.2,-0.9,-2.1,0.0,14.5,6.4,17.9,12.1,7.0,1.0,2.1,7.9,17.9,F,BOSCHAOKC,whitedj01
743,Bruno Fernando,3.8,PHI,2,34,2019,Maryland,2019-20,2024-25,21-26,220,21,0,3.8,111,114,1.6,2.2,.079,-3.2,0.2,-3.0,-0.6,13.9,10.8,22.7,16.6,9.8,1.2,4.0,17.5,16.5,F,ATLBOSHOUTOR,fernabr01
744,Jake Layman,3.8,ORL,2,47,2016,Maryland,2016-17,2021-22,22-27,243,49,0,3.8,107,113,1.3,2.5,.059,-1.9,-0.4,-2.3,-0.2,11.1,3.5,10.9,7.2,5.8,1.5,1.9,10.2,16.3,F,MINPOR,laymaja01
745,Justin Hamilton,3.7,PHI,2,45,2012,Louisiana State,2013-14,2016-17,23-26,113,21,0,3.7,110,109,2.1,1.6,.091,-0.5,-0.4,-0.9,0.5,13.9,7.5,15.0,11.3,7.3,1.5,2.9,10.5,15.5,C,BRKCHAMIAMIN,hamilju01
746,Jon Brockman,3.7,POR,2,38,2009,Washington,2009-10,2011-12,22-24,150,10,0,3.7,116,106,2.0,1.7,.113,-3.2,-0.7,-3.9,-0.8,10.3,15.2,19.4,17.2,4.6,1.1,0.4,15.9,10.3,F,MILSAC,brockjo01
747,Rashad McCants,3.6,MIN,1,14,2005,North Carolina,2005-06,2008-09,21-24,249,39,0,3.6,99,111,0.4,3.2,.035,-0.8,-0.9,-1.7,0.4,12.9,2.6,9.2,5.9,11.5,1.9,0.9,13.4,24.6,G,MINSAC,mccanra01
748,Ryan Dunn,3.6,DEN,1,28,2024,Virginia,2024-25,2025-26,22-23,144,60,0,3.6,110,116,1.0,2.6,.062,-2.5,-0.1,-2.5,-0.4,11.2,7.7,15.1,11.4,8.0,1.9,2.4,9.9,15.3,F,PHO,dunnry01
749,Maxime Raynaud,3.6,SAC,2,42,2025,Stanford,2025-26,2025-26,22,74,56,0,3.6,120,121,2.6,1.0,.088,-0.9,-1.6,-2.4,-0.2,16.0,7.9,24.3,15.8,7.6,0.9,1.8,11.2,18.2,F,SAC,raynama01
750,Marcus Sasser,3.6,MEM,1,25,2023,Houston,2023-24,2025-26,23-25,166,17,0,3.6,111,117,1.6,2.0,.066,-1.2,-0.7,-1.8,0.1,12.4,1.5,8.4,5.0,24.1,1.9,0.7,14.4,19.7,G,DET,sassema01
751,Kris Murray,3.6,POR,1,23,2023,Iowa,2023-24,2025-26,23-25,188,50,0,3.6,107,117,0.4,3.2,.046,-3.0,0.3,-2.7,-0.6,9.3,7.2,11.0,9.0,8.5,1.8,1.5,12.7,12.8,F,POR,murrakr01
752,Deyonta Davis,3.6,BOS,2,31,2016,Michigan State,2016-17,2018-19,20-22,107,6,0,3.6,121,109,2.2,1.3,.131,-1.7,-0.4,-2.1,0.0,15.4,9.0,21.7,15.2,6.0,0.8,4.4,10.4,14.3,C-F,ATLMEM,davisde01
753,Jamal Shead,3.5,SAC,2,45,2024,Houston,2024-25,2025-26,22-23,157,23,0,3.5,107,116,0.5,3.0,.051,-2.7,-0.4,-3.1,-0.9,10.3,1.8,6.8,4.3,30.2,2.0,0.7,17.4,16.8,G,TOR,sheadja01
754,Quinten Post,3.5,GSW,2,52,2024,Boston College,2024-25,2025-26,24-25,109,49,0,3.5,113,114,1.4,2.1,.092,-0.6,-0.1,-0.6,0.6,13.5,6.0,19.2,12.4,12.0,1.1,2.7,10.7,19.1,F,GSW,postqu01
755,Ante Žižić,3.5,BOS,1,23,2016,,2017-18,2019-20,21-23,113,27,0,3.5,119,115,2.8,0.6,.110,-0.8,-1.8,-2.6,-0.2,17.4,10.7,22.4,16.3,6.6,0.7,2.3,13.0,18.2,F-C,CLE,zizican01
756,Saben Lee,3.5,UTA,2,38,2020,Vanderbilt,2020-21,2023-24,21-24,134,8,0,3.5,111,113,1.4,2.1,.085,-2.1,0.7,-1.4,0.3,13.7,3.4,11.6,7.4,28.1,2.4,1.3,15.4,17.8,G,DETPHIPHO,leesa01
757,MarShon Brooks,3.3,BOS,1,25,2011,Providence,2011-12,2018-19,23-30,200,50,0,3.3,101,110,1.5,1.8,.046,-0.6,-1.0,-1.6,0.4,13.9,4.3,9.9,7.1,14.7,1.8,1.0,14.0,23.3,G-F,BOSBRKGSWLALMEMNJN,brookma01
758,Cam Whitmore,3.3,HOU,1,20,2023,Villanova,2023-24,2025-26,19-21,119,5,0,3.3,109,114,0.9,2.4,.077,0.5,-0.9,-0.4,0.8,15.7,5.1,15.3,10.1,7.3,1.8,1.7,8.8,25.3,F,HOUWAS,whitmca01
759,James Anderson,3.3,SAS,1,20,2010,Oklahoma State,2010-11,2015-16,21-26,247,83,0,3.3,100,110,0.9,2.4,.037,-1.9,-0.8,-2.7,-0.8,9.9,2.7,11.7,7.1,10.0,1.4,1.0,13.5,16.0,G-F,HOUPHISACSAS,anderja01
760,Eric Maynor,3.3,UTA,1,20,2009,VCU,2009-10,2013-14,22-26,267,2,0,3.3,99,110,0.5,2.8,.041,-1.7,-1.2,-2.9,-0.8,10.6,2.1,8.2,5.2,29.5,1.5,0.4,18.8,17.3,G,OKCPHIPORUTAWAS,maynoer01
761,Von Wafer,3.3,LAL,2,39,2005,Florida State,2005-06,2011-12,20-26,200,14,0,3.3,100,106,0.4,2.9,.064,-1.6,-0.2,-1.8,0.1,11.8,1.9,9.0,5.6,10.1,1.6,0.6,11.1,21.8,G,BOSDENHOULACLALORLPOR,wafervo01
762,Jaylen Clark,3.3,MIN,2,53,2023,UCLA,2024-25,2025-26,23-24,108,5,0,3.3,121,113,1.5,1.8,.111,-3.0,1.4,-1.6,0.1,10.9,6.4,7.1,6.8,6.4,2.9,0.7,7.3,12.8,G,MIN,clarkja02
763,Cam Reddish,3.3,ATL,1,10,2019,Duke,2019-20,2024-25,20-25,254,116,0,3.3,101,115,-1.3,4.5,.027,-3.0,-0.1,-3.1,-1.7,9.6,2.7,9.9,6.3,7.0,2.1,1.4,11.8,17.2,F,ATLLALNYKPOR,reddica01
764,Vince Williams Jr.,3.2,MEM,2,47,2022,VCU,2022-23,2025-26,22-25,134,51,0,3.2,107,115,0.3,2.9,.054,-2.0,0.6,-1.5,0.4,11.2,4.6,16.9,10.6,19.5,1.6,1.9,17.1,17.1,F,MEMUTA,willivi01
765,Edmond Sumner,3.2,NOH,2,52,2017,Xavier,2017-18,2022-23,22-27,161,41,0,3.2,108,113,1.0,2.2,.069,-2.8,-0.2,-3.0,-0.6,12.1,2.5,9.3,6.0,11.3,1.9,1.3,13.3,19.3,G,BRKIND,sumneed01
766,Jarell Martin,3.2,MEM,1,25,2015,Louisiana State,2015-16,2018-19,21-24,184,40,0,3.2,102,110,0.6,2.7,.053,-3.5,-0.8,-4.3,-1.7,10.5,7.2,18.0,12.5,6.1,1.2,2.3,12.9,17.1,F,MEMORL,martija01
767,Ivan Rabb,3.2,ORL,2,35,2017,California,2017-18,2018-19,20-21,85,18,0,3.2,115,109,1.9,1.4,.125,-1.0,-0.7,-1.7,0.1,16.3,11.1,22.6,16.7,11.3,1.2,2.1,14.6,17.4,F,MEM,rabbiv01
768,Jalen Wilson,3.2,NJN,2,51,2023,Kansas,2023-24,2025-26,23-25,176,27,0,3.2,110,120,1.4,1.8,.043,-2.7,-1.5,-4.2,-1.9,9.6,4.2,12.6,8.2,10.1,1.0,0.3,10.1,16.6,F,BRK,wilsoja03
769,Joel Freeland,3.2,POR,1,30,2006,,2012-13,2014-15,25-27,151,9,0,3.2,105,105,1.2,2.0,.084,-3.3,-0.1,-3.3,-0.6,11.1,11.5,19.6,15.6,5.2,0.9,2.2,13.1,13.9,F-C,POR,freeljo01
770,David Harrison,3.2,IND,1,29,2004,Colorado,2004-05,2007-08,22-25,189,33,0,3.2,94,102,-1.0,4.2,.057,-5.7,1.2,-4.4,-1.7,10.9,8.0,15.4,11.7,3.0,1.2,5.2,19.8,18.6,C,IND,harrida01
771,Mario Hezonja,3.2,ORL,1,5,2015,,2015-16,2019-20,20-24,330,69,0,3.2,97,110,-2.1,5.2,.025,-2.6,-0.2,-2.8,-1.2,10.5,2.6,15.7,9.1,10.2,1.9,1.1,14.3,18.5,F-G,NYKORLPOR,hezonma01
772,Andrew Harrison,3.2,PHO,2,44,2015,Kentucky,2016-17,2018-19,22-24,145,64,0,3.2,103,111,0.9,2.2,.051,-2.8,0.0,-2.8,-0.6,10.3,1.9,9.3,5.5,20.4,1.6,1.5,15.0,17.8,G,CLEMEMNOP,harrian01
773,Dalton Knecht,3.1,LAL,1,17,2024,Tennessee,2024-25,2025-26,23-24,132,17,0,3.1,115,118,1.8,1.4,.073,-0.6,-1.7,-2.3,-0.2,12.0,2.9,12.9,8.1,6.2,0.8,0.9,7.0,18.3,G,LAL,knechda01
774,Loren Woods,3.1,MIN,2,46,2001,Arizona,2001-02,2007-08,23-29,215,47,0,3.1,97,103,0.2,2.9,.062,-2.7,0.2,-2.5,-0.3,11.2,12.4,20.1,16.3,4.5,1.2,4.0,18.9,13.8,F-C,HOUMIAMINTOR,woodslo01
775,Dalen Terry,3.1,CHI,1,18,2022,Arizona,2022-23,2025-26,20-23,218,7,0,3.1,109,115,0.7,2.4,.061,-3.3,0.7,-2.6,-0.3,10.6,4.7,11.3,8.0,14.4,2.2,2.0,14.1,14.7,G,CHIPHI,terryda01
776,Yi Jianlian,3.1,MIL,1,6,2007,,2007-08,2011-12,20-24,272,163,0,3.1,97,110,-1.5,4.6,.025,-3.1,-1.2,-4.3,-3.5,11.2,7.1,19.1,12.9,5.2,1.2,2.4,11.8,19.4,F,DALMILNJNWAS,jianlyi01
777,Darius Bazley,3.1,UTA,1,23,2019,,2019-20,2023-24,19-23,237,118,0,3.1,98,112,-3.1,6.1,.027,-2.4,-0.1,-2.4,-0.6,11.2,3.7,20.1,11.8,7.6,1.2,2.9,12.3,18.4,F,OKCPHIPHOUTA,bazleda01
778,Antoine Wright,3.1,NJN,1,15,2005,Texas A&M,2005-06,2010-11,21-26,297,96,0,3.1,98,111,-0.6,3.6,.026,-3.3,-0.4,-3.7,-2.4,7.9,3.2,10.6,7.0,7.9,1.3,1.0,12.1,15.1,G-F,DALNJNSACTOR,wrighan01
779,Harry Giles,3.1,POR,1,20,2017,Duke,2018-19,2023-24,20-25,165,17,0,3.1,105,110,0.8,2.3,.076,-2.9,0.4,-2.5,-0.2,14.8,8.2,24.0,15.9,13.9,1.5,2.6,14.8,21.2,F-C,BRKLALPORSAC,gilesha01
780,Gradey Dick,3.1,TOR,1,13,2023,Kansas,2023-24,2025-26,20-22,190,72,0,3.1,107,118,0.3,2.8,.038,-2.7,-1.4,-4.0,-2.0,10.2,3.1,10.2,6.6,7.8,1.6,0.5,9.9,19.2,G,TOR,dickgr01
781,Sion James,3.1,CHA,2,33,2025,Duke,2025-26,2025-26,23,82,19,0,3.1,116,116,1.1,1.9,.080,-3.0,1.1,-2.0,0.0,8.3,3.1,14.3,8.8,11.4,1.4,1.0,13.5,11.0,G,CHO,jamessi01
782,Mickaël Gelabale,3.0,OKC,2,48,2005,,2006-07,2012-13,23-29,145,27,0,3.0,108,111,1.9,1.1,.062,-1.5,-0.6,-2.1,0.0,10.5,5.2,11.2,8.2,7.5,1.1,1.1,13.0,13.4,F,MINSEA,gelabmi01
783,Norris Cole,3.0,CHI,1,28,2011,Cleveland State,2011-12,2016-17,23-28,360,60,0,3.0,94,108,-3.2,6.2,.018,-3.4,-0.7,-4.1,-4.1,9.2,1.2,9.1,5.2,18.8,1.8,0.3,16.4,18.3,G,MIANOPOKC,coleno01
784,Damyean Dotson,3.0,NYK,2,44,2017,Oregon,2017-18,2021-22,23-27,213,49,0,3.0,105,116,1.1,1.9,.034,-1.9,-0.9,-2.8,-0.9,10.3,1.4,12.2,6.7,11.2,1.2,0.4,9.0,17.0,G,CLENYK,dotsoda01
785,Ryan Kelly,3.0,LAL,2,48,2013,Duke,2013-14,2016-17,22-25,163,59,0,3.0,103,111,1.5,1.5,.046,-2.3,-0.2,-2.6,-0.5,10.5,2.6,15.1,8.7,10.2,1.3,2.0,9.7,15.4,F,ATLLAL,kellyry01
786,Sean Williams,3.0,NJN,1,17,2007,Boston College,2007-08,2011-12,21-25,137,29,0,3.0,101,105,0.5,2.5,.073,-4.1,1.0,-3.1,-0.6,12.4,10.7,17.1,13.9,3.9,1.3,6.4,18.3,15.2,C-F,BOSDALNJN,willise01
787,Jordan Hamilton,3.0,DAL,1,26,2011,Texas,2011-12,2015-16,21-25,151,21,0,3.0,102,107,1.0,2.0,.069,0.3,-0.4,-0.1,1.0,13.4,4.8,17.8,11.4,9.5,1.7,1.2,10.3,20.4,G-F,DENHOULACNOP,hamiljo02
788,Jordan Nwora,3.0,MIL,2,45,2020,Louisville,2020-21,2023-24,22-25,206,30,0,3.0,104,115,-0.1,3.1,.043,-1.5,-1.3,-2.8,-0.7,12.0,4.1,16.9,10.6,9.1,1.3,1.4,12.3,20.6,F,INDMILTOR,nworajo01
789,Kedrick Brown,3.0,BOS,1,11,2001,Okaloosa-Walton College,2001-02,2004-05,20-23,143,36,0,3.0,99,102,0.7,2.3,.074,-1.8,0.8,-1.1,0.4,11.0,5.6,14.6,10.1,8.7,2.3,1.1,10.6,14.2,G,BOSCLEPHI,brownke01
790,John Jenkins,3.0,ATL,1,23,2012,Vanderbilt,2012-13,2018-19,21-27,171,8,0,3.0,106,111,1.8,1.2,.065,-0.6,-1.3,-1.9,0.1,11.7,1.9,10.9,6.4,9.9,0.7,0.5,11.0,17.8,G,ATLDALNYKPHOWAS,jenkijo01
791,Christian Koloko,2.9,TOR,2,33,2022,Arizona,2022-23,2025-26,22-25,122,23,0,2.9,116,113,1.1,1.9,.094,-4.4,0.7,-3.6,-0.6,11.1,10.8,14.9,12.8,5.6,1.4,6.1,12.7,10.7,C,ATLLALMEMTOR,kolokch01
792,Lonny Baxter,2.9,CHI,2,44,2002,Maryland,2002-03,2005-06,24-27,162,5,0,2.9,99,103,0.8,2.1,.075,-3.9,-0.8,-4.6,-1.2,11.6,10.7,18.1,14.4,3.7,1.1,2.3,14.7,17.8,F,CHACHIHOUNOHTORWAS,baxtelo01
793,D.J. Wilson,2.9,MIL,1,17,2017,Michigan,2017-18,2023-24,21-27,148,6,0,2.9,103,107,0.2,2.7,.077,-2.5,0.1,-2.4,-0.2,10.9,4.7,20.5,12.8,8.2,1.0,2.2,11.1,16.4,F,HOUMILPHITOR,wilsodj01
794,Jaden Ivey,2.9,DET,1,5,2022,Purdue,2022-23,2025-26,20-23,218,169,0,2.9,105,119,-0.6,3.5,.023,-1.0,-1.4,-2.4,-0.6,12.7,4.0,10.1,7.0,21.7,1.3,1.2,15.7,24.7,G,CHIDET,iveyja01
795,Malachi Flynn,2.9,TOR,1,29,2020,San Diego State,2020-21,2024-25,22-26,217,21,0,2.9,106,116,0.4,2.5,.045,-2.4,-0.2,-2.6,-0.5,10.9,2.0,11.9,6.8,19.1,1.9,0.7,11.1,18.6,G,CHODETNYKTOR,flynnma01
796,Joey Dorsey,2.9,POR,2,33,2008,Memphis,2008-09,2014-15,25-31,130,26,0,2.9,103,103,0.7,2.2,.092,-3.1,0.4,-2.7,-0.3,12.1,15.0,24.3,19.6,5.4,2.3,2.3,20.4,12.5,F,HOUSACTOR,dorsejo01
797,Earl Clark,2.9,PHO,1,14,2009,Louisville,2009-10,2014-15,22-27,261,54,0,2.9,94,105,-1.3,4.2,.038,-2.9,0.1,-2.8,-0.8,10.2,6.2,17.9,12.1,5.7,1.2,2.9,12.5,17.4,F,BRKCLELALNYKORLPHO,clarkea01
798,Kai Jones,2.8,NYK,1,19,2021,Texas,2021-22,2024-25,21-24,107,6,0,2.8,123,112,1.4,1.4,.126,-2.1,0.9,-1.2,0.2,14.8,8.0,18.0,13.0,5.8,1.5,4.6,16.8,12.9,F-C,CHODALLAC,joneska01
799,Abdel Nader,2.8,BOS,2,58,2016,Iowa State,2017-18,2021-22,24-28,202,8,0,2.8,100,109,-0.5,3.2,.052,-3.0,0.4,-2.6,-0.4,9.3,2.2,13.5,7.9,6.0,1.4,1.8,13.4,16.7,F,BOSOKCPHO,naderab01
800,Marcus Fizer,2.7,CHI,1,4,2000,Iowa State,2000-01,2005-06,22-27,289,35,0,2.7,94,107,-1.3,4.0,.022,-1.9,-1.8,-3.7,-2.6,13.4,7.0,18.9,12.8,11.0,1.2,1.0,12.9,25.1,F,CHIMILNOK,fizerma01


Provided by <a href="https://www.sports-reference.com/sharing.html?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool">Stathead</a>: <a href="https://www.sports-reference.com/stathead/basketball/player-season-finder.cgi?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool">Found with Stathead. See Full Results.</a><br>Generated 5/5/2026.--- When using SR data, please cite us and provide a link and/or a mention.


 
Rk,Player,WS,Draft Team,Round,Pick,Draft Year,College,From,To,Age,G,GS,AS,WS,ORtg,DRtg,OWS,DWS,WS/48,OBPM,DBPM,BPM,VORP,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Pos,Team,Player-additional
801,Kessler Edwards,2.7,NJN,2,44,2021,Pepperdine,2021-22,2024-25,21-24,178,45,0,2.7,109,115,0.7,2.1,.058,-2.6,-0.3,-2.9,-0.5,9.4,4.9,14.0,9.5,6.4,1.5,2.1,11.1,12.9,F,BRKDALSAC,edwarke02
802,T.J. Leaf,2.7,IND,1,18,2017,UCLA,2017-18,2020-21,20-23,146,2,0,2.7,112,109,1.3,1.4,.104,-1.0,-0.8,-1.8,0.1,13.7,8.7,16.7,12.7,5.1,1.0,2.0,6.7,16.9,F,INDPOR,leaftj01
803,Julian Strawther,2.7,IND,1,29,2023,Gonzaga,2023-24,2025-26,21-23,172,18,0,2.7,109,118,0.7,2.0,.046,-2.8,-1.3,-4.2,-1.5,10.2,1.4,10.8,6.3,9.0,1.4,0.9,9.5,18.9,F,DEN,strawju01
804,Derik Queen,2.7,ATL,1,13,2025,Maryland,2025-26,2025-26,21,81,48,0,2.7,108,115,0.4,2.3,.063,-1.5,0.7,-0.8,0.6,15.9,7.2,23.5,15.2,21.1,2.0,3.5,18.0,21.8,F-C,NOP,queende01
805,Nick Calathes,2.6,MIN,2,45,2009,Florida,2013-14,2014-15,24-25,129,7,0,2.6,96,102,-0.5,3.1,.063,-2.8,2.3,-0.5,0.8,12.3,2.4,11.7,7.0,26.5,3.4,0.5,21.0,17.7,G,MEM,calatni01
806,Sean May,2.6,CHA,1,13,2005,North Carolina,2005-06,2009-10,21-25,119,25,0,2.6,100,106,0.5,2.2,.068,-1.4,-0.3,-1.7,0.2,14.9,9.5,21.2,15.2,10.9,1.5,1.9,14.2,22.8,F-C,CHASAC,mayse01
807,GG Jackson II,2.6,MEM,2,45,2023,South Carolina,2023-24,2025-26,19-21,132,49,0,2.6,107,117,0.2,2.4,.043,-0.6,-1.6,-2.2,-0.2,13.8,4.8,15.2,9.9,9.1,1.2,2.4,11.3,23.5,F,MEM,jacksgg01
808,Lawrence Roberts,2.5,OKC,2,55,2005,Mississippi State,2005-06,2006-07,23-24,87,18,0,2.5,114,109,1.7,0.9,.106,-1.5,-0.5,-1.9,0.0,13.5,13.3,19.0,16.1,4.7,2.0,1.0,11.4,14.3,F,MEM,roberla01
809,Will Richard,2.5,MEM,2,56,2025,Florida,2025-26,2025-26,23,69,21,0,2.5,118,116,1.2,1.4,.089,-2.5,0.9,-1.7,0.1,11.0,5.3,8.7,7.0,9.3,2.8,0.6,12.5,13.0,G,GSW,richawi02
810,Julian Phillips,2.5,BOS,2,35,2023,Tennessee,2023-24,2025-26,20-22,167,7,0,2.5,114,118,1.2,1.4,.065,-3.1,-0.4,-3.5,-0.7,9.4,5.8,8.5,7.2,4.3,1.7,1.6,8.2,13.1,F,CHIMIN,phillju01
811,Jared Butler,2.5,NOH,2,40,2021,Baylor,2021-22,2024-25,21-24,148,19,0,2.5,110,118,1.2,1.3,.059,-0.7,-0.8,-1.5,0.3,14.5,2.1,9.6,5.8,30.9,2.2,1.3,15.7,22.3,G,OKCPHIUTAWAS,butleja02
812,Jarace Walker,2.5,WAS,1,8,2023,Houston,2023-24,2025-26,20-22,184,46,0,2.5,104,116,-0.9,3.4,.035,-1.7,0.0,-1.7,0.3,11.7,2.7,19.1,10.8,13.5,1.8,1.5,15.1,19.0,F,IND,walkeja02
813,Cedric Coward,2.5,POR,1,11,2025,Washington State,2025-26,2025-26,22,62,47,0,2.5,114,119,1.4,1.1,.076,0.4,-0.6,-0.2,0.7,15.3,5.5,19.4,12.3,16.0,1.2,1.6,12.7,21.5,F-G,MEM,cowarce01
814,Jonathan Mogbo,2.5,TOR,2,31,2024,San Francisco,2024-25,2025-26,23-24,103,18,0,2.5,109,112,0.5,2.0,.079,-2.9,1.2,-1.7,0.1,12.1,8.8,18.1,13.4,14.9,2.1,2.6,16.0,14.4,F,TOR,mogbojo01
815,Frank Jackson,2.5,CHA,2,31,2017,Duke,2018-19,2022-23,20-24,214,31,0,2.5,104,117,0.9,1.5,.031,-2.1,-1.8,-3.9,-1.9,10.4,2.2,8.6,5.4,8.4,1.0,0.4,9.0,20.3,G,DETNOPUTA,jacksfr01
816,Vlatko Čančar,2.4,DEN,2,49,2017,,2019-20,2024-25,22-27,143,11,0,2.4,113,115,1.0,1.4,.076,-2.3,-0.2,-2.5,-0.2,10.4,4.1,14.3,9.3,10.3,1.3,1.3,15.2,13.9,F,DEN,cancavl01
817,Noah Clowney,2.4,NJN,1,21,2023,Alabama,2023-24,2025-26,19-21,135,84,0,2.4,106,118,0.1,2.4,.036,-2.4,-0.9,-3.3,-1.0,10.9,4.1,15.6,9.6,8.0,1.3,2.4,11.6,19.2,F,BRK,clownno01
818,Robert Sacre,2.4,LAL,2,60,2012,Gonzaga,2012-13,2015-16,23-26,189,35,0,2.4,101,110,0.9,1.5,.042,-3.4,-0.7,-4.0,-1.4,10.8,8.2,15.3,11.7,7.0,1.0,3.1,11.0,14.9,C,LAL,sacrero01
819,Taylor Hendricks,2.4,UTA,1,9,2023,UCF,2023-24,2025-26,20-22,102,43,0,2.4,112,119,1.0,1.4,.056,-1.5,-0.6,-2.1,-0.1,11.8,6.1,16.3,11.2,6.0,1.9,2.9,10.7,15.0,F,MEMUTA,hendrta01
820,Omari Spellman,2.4,ATL,1,30,2018,Villanova,2018-19,2019-20,21-22,95,14,0,2.4,108,113,1.1,1.3,.068,-0.6,-0.8,-1.5,0.2,13.4,9.1,17.2,13.0,8.0,1.6,2.6,12.4,16.9,F,ATLGSW,spellom01
821,Nando De Colo,2.4,SAS,2,53,2009,,2012-13,2013-14,25-26,119,9,0,2.4,99,102,0.3,2.1,.081,-2.0,1.2,-0.7,0.5,11.8,3.1,13.5,8.6,21.0,2.3,0.6,21.3,17.6,G,SASTOR,decolna01
822,Bryce McGowens,2.3,MIN,2,40,2022,Nebraska,2022-23,2025-26,20-23,160,34,0,2.3,112,121,1.3,1.0,.043,-3.5,-1.2,-4.6,-1.7,9.4,2.1,10.1,6.0,8.9,1.2,0.9,10.5,14.8,G-F,CHONOPPOR,mcgowbr01
823,Dennis Smith Jr.,2.3,DAL,1,9,2017,NC State,2017-18,2023-24,20-26,326,152,0,2.3,98,112,-4.9,7.2,.015,-2.3,0.2,-2.1,-0.2,12.3,3.0,11.1,6.9,27.9,2.4,1.3,16.1,22.6,G,BRKCHODALDETNYKPOR,smithde03
