--- When using SR data, please cite us and provide a link and/or a mention.


 
Rk,Player,PTS,Draft Team,Round,Pick,Draft Year,Draft College,From,To,G,GS,WS,ORtg,DRtg,OWS,DWS,WS/40,OBPM,DBPM,BPM,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Pos,Team,Player-additional
1007,Royce White,463,HOU,1,16,2012,Iowa State,2009-10,2011-12,35,33,4.1,103,95,2.1,2.0,.150,4.3,3.8,8.2,22.8,9.4,26.2,17.7,34.5,2.2,3.0,23.2,26.5,F,Iowa StateMinnesota,royce-white-1
1008,Chinemelu Elonu,462,LAL,2,59,2009,Texas A&M,2006-07,2008-09,90,30,7.5,,,3.4,4.1,.243,,,,,,,21.7,6.8,,6.1,21.3,19.1,C,Texas A&M,chinemelu-elonu-1
1009,Spencer Hawes,461,SAC,1,10,2007,Washington,2006-07,2006-07,31,24,4.4,,,2.0,2.4,.198,,,,,,,13.2,14.0,,4.3,16.0,25.8,C,Washington,spencer-hawes-1
1010,Tyus Jones,461,CLE,1,24,2015,Duke,2014-15,2014-15,39,39,6.5,125,99,4.4,2.1,.196,6.0,3.3,9.3,20.4,1.8,9.9,6.1,27.5,2.7,0.2,15.9,18.7,G,Duke,tyus-jones-1
1011,Anthony Black,460,ORL,1,6,2023,Arkansas,2022-23,2022-23,36,36,4.2,105,97,1.8,2.4,.133,2.8,3.9,6.7,17.2,4.3,12.6,8.5,20.6,3.4,1.8,20.6,20.9,G,Arkansas,anthony-black-1
1012,Javaris Crittenton,460,LAL,1,19,2007,Georgia Tech,2006-07,2006-07,32,31,3.6,,,2.0,1.7,.145,,,,,,,,,,,22.9,,G,Georgia Tech,javaris-crittenton-1
1013,J.J. Hickson,458,CLE,1,19,2008,NC State,2007-08,2007-08,31,26,3.9,,,3.2,0.7,.175,,,,,,,17.4,9.2,,3.5,18.4,26.8,F,NC State,jj-hickson-1
1014,Carlton Carrington,456,POR,1,14,2024,Pittsburgh,2023-24,2023-24,33,33,3.6,112,105,2.2,1.4,.133,2.6,1.3,3.9,16.3,1.6,16.8,8.9,24.0,1.0,0.9,13.0,23.0,G,Pittsburgh,carlton-carrington-1
1015,Justin Jackson,455,DEN,2,43,2018,Maryland,2016-17,2017-18,44,40,3.7,104,98,1.5,2.2,.121,2.1,1.9,4.0,16.2,8.4,18.0,13.4,8.3,1.8,2.9,16.8,21.2,F,Maryland,justin-jackson-5
1016,Onyeka Okongwu,454,ATL,1,6,2020,Southern California,2019-20,2019-20,28,28,5.4,123,88,3.2,2.1,.251,6.7,4.9,11.6,31.1,12.4,18.4,15.5,8.4,2.3,9.8,13.7,23.6,F,Southern California,onyeka-okongwu-1
1017,Tyrell Terry,454,DAL,2,31,2020,Stanford,2019-20,2019-20,31,31,4.5,108,91,2.3,2.3,.179,3.4,2.7,6.1,19.3,1.4,14.4,8.3,20.3,2.5,0.2,17.5,24.5,G,Stanford,tyrell-terry-1
1018,Justin Patton,453,CHI,1,16,2017,Creighton,2016-17,2016-17,35,34,4.3,120,96,2.5,1.8,.194,4.2,4.2,8.4,25.2,8.0,19.0,13.9,8.5,1.9,5.9,15.1,22.0,C,Creighton,justin-patton-1
1019,Chet Holmgren,452,OKC,1,2,2022,Gonzaga,2021-22,2021-22,32,31,6.3,127,79,3.3,3.1,.294,7.5,7.5,15.0,31.3,8.0,28.7,19.6,11.4,1.6,12.6,15.7,21.6,C,Gonzaga,chet-holmgren-1
1020,Dakari Johnson,450,OKC,2,48,2015,Kentucky,2013-14,2014-15,78,18,5.8,115,91,2.9,2.9,.196,3.0,3.6,6.6,21.2,15.0,17.2,16.2,6.7,1.2,5.2,14.1,20.6,C,Kentucky,dakari-johnson-1
1021,Derrick Favors,448,NJN,1,3,2010,Georgia Tech,2009-10,2009-10,36,35,4.8,112,89,2.3,2.5,.195,,,,24.5,12.6,19.9,16.5,7.9,1.8,7.9,20.0,21.8,F,Georgia Tech,derrick-favors-1
1022,Hassan Whiteside,447,SAC,2,33,2010,Marshall,2009-10,2009-10,34,23,4.5,108,86,2.0,2.5,.200,,,,29.1,11.9,23.8,18.3,2.2,1.2,18.8,13.6,25.8,C,Marshall,hassan-whiteside-1
1023,Nico Mannion,447,GSW,2,48,2020,Arizona,2019-20,2019-20,32,32,3.9,107,98,2.2,1.7,.152,3.6,1.8,5.4,17.2,0.9,7.9,4.4,31.5,2.1,0.0,16.0,24.5,G,Arizona,nico-mannion-1
1024,Omar Cook,445,ORL,2,32,2001,St. John's (NY),2000-01,2000-01,29,29,3.2,,,0.8,2.4,.115,,,,,,,,,,,24.6,,G,St. John's (NY),omar-cook-1
1025,Thaddeus Young,445,PHI,1,12,2007,Georgia Tech,2006-07,2006-07,31,31,3.3,,,1.8,1.5,.145,,,,,,,,,,,14.2,,F,Georgia Tech,thaddeus-young-1
1026,Jarrett Allen,442,NJN,1,22,2017,Texas,2016-17,2016-17,33,33,3.3,105,100,1.5,1.7,.124,2.6,2.6,5.2,20.3,10.9,18.9,14.9,5.7,1.0,5.0,17.8,22.6,F,Texas,jarrett-allen-1
1027,Mike Conley Jr,441,MEM,1,4,2007,Ohio State,2006-07,2006-07,39,39,6.1,,,2.7,3.4,.199,,,,,,,,,,,18.6,,G,Ohio State,mike-conley-1
1028,Will Riley,441,UTA,1,21,2025,Illinois,2024-25,2024-25,35,9,3.3,118,108,2.3,1.0,.146,4.8,1.7,6.5,17.4,5.2,11.6,8.5,16.1,0.6,1.0,9.2,23.8,F,Illinois,will-riley-1
1029,Isaiah Collier,440,UTA,1,29,2024,Southern California,2023-24,2023-24,27,26,2.2,106,109,1.4,0.8,.110,3.2,1.0,4.2,19.3,2.5,8.6,5.6,30.9,2.8,0.8,18.7,29.7,G,Southern California,isaiah-collier-2
1030,Josh Harrellson,440,NOH,2,45,2011,Kentucky,2008-09,2010-11,94,40,6.8,131,92,3.6,3.2,.182,4.9,3.8,8.7,21.9,14.9,19.1,16.8,4.9,1.9,5.3,13.6,15.0,F,Kentucky,josh-harrellson-1
1031,Tyler Ennis,440,PHO,1,18,2014,Syracuse,2013-14,2013-14,34,34,5.5,117,99,3.2,2.2,.180,4.8,3.9,8.7,21.3,2.6,9.0,5.7,32.3,3.9,0.7,11.9,21.9,G,Syracuse,tyler-ennis-1
1032,Jase Richardson,437,ORL,1,25,2025,Michigan State,2024-25,2024-25,36,15,4.8,132,100,3.1,1.7,.209,6.5,5.1,11.6,20.7,3.0,11.4,7.4,14.4,1.9,1.4,7.9,20.6,G,Michigan State,jase-richardson-1
1033,Malaki Branham,437,SAS,1,20,2022,Ohio State,2021-22,2021-22,32,31,3.6,117,107,2.9,0.8,.154,4.8,0.9,5.7,20.4,3.5,10.5,7.3,14.5,1.5,1.0,12.8,24.1,G,Ohio State,malaki-branham-1
1034,Diamond Stone,436,NOH,2,40,2016,Maryland,2015-16,2015-16,35,22,4.1,118,98,2.6,1.5,.204,3.8,2.0,5.8,26.7,12.4,14.5,13.6,4.2,1.3,7.1,12.9,26.7,C,Maryland,diamond-stone-1
1035,Omari Spellman,434,ATL,1,30,2018,Villanova,2017-18,2017-18,40,39,5.2,123,97,2.9,2.2,.184,4.7,2.8,7.5,20.6,9.9,23.1,16.8,4.3,1.3,5.5,9.8,18.3,F,Villanova,omari-spellman-1
1036,Tyrese Maxey,433,PHI,1,21,2020,Kentucky,2019-20,2019-20,31,28,3.6,107,100,2.1,1.5,.134,2.4,2.0,4.4,16.3,1.4,12.1,7.3,18.7,1.5,1.3,14.1,22.7,G,Kentucky,tyrese-maxey-1
1037,Jalen Hood-Schifino,432,LAL,1,17,2023,Indiana,2022-23,2022-23,32,32,1.9,96,104,0.6,1.3,.071,0.4,0.3,0.7,13.0,1.6,12.0,7.2,20.2,1.4,0.8,16.9,25.7,G,Indiana,jalen-hood-schifino-1
1038,Jalen Suggs,431,ORL,1,5,2021,Gonzaga,2020-21,2020-21,30,30,4.6,112,91,2.5,2.1,.210,4.8,4.6,9.4,22.6,2.7,18.0,11.0,23.7,3.5,1.1,19.5,24.8,G,Gonzaga,jalen-suggs-1
1039,Jaylen Wells,427,MEM,2,39,2024,Washington State,2023-24,2023-24,34,20,4.5,128,104,3.1,1.4,.181,5.7,1.6,7.3,18.6,5.0,13.2,9.2,7.9,1.0,0.6,5.9,20.1,F,Washington State,jaylen-wells-1
1040,Scottie Lewis,420,CHA,2,56,2021,Florida,2019-20,2020-21,51,31,4.3,108,98,2.0,2.2,.121,2.1,4.1,6.3,15.3,4.2,10.3,7.3,7.0,2.9,4.6,16.1,16.6,G,Florida,scottie-lewis-1
1041,Eric Bledsoe,419,OKC,1,18,2010,Kentucky,2009-10,2009-10,37,35,3.5,103,96,1.5,2.1,.126,,,,14.5,1.9,8.5,5.5,16.8,2.6,1.1,23.2,20.4,G,Kentucky,eric-bledsoe-1
1042,Lance Stephenson,419,IND,2,40,2010,Cincinnati,2009-10,2009-10,34,32,2.8,101,100,1.4,1.3,.116,,,,17.9,7.3,14.0,10.6,19.1,1.9,0.7,16.0,26.2,F,Cincinnati,lance-stephenson-1
1043,Samuel Dalembert,419,PHI,1,26,2001,Seton Hall,1999-00,2000-01,59,48,6.0,,,1.6,4.3,.189,,,,,,,,,,,23.2,,C,Seton Hall,samuel-dalembert-1
1044,Zhaire Smith,417,PHO,1,16,2018,Texas Tech,2017-18,2017-18,37,21,5.6,129,95,3.3,2.2,.212,6.1,4.7,10.8,23.0,9.6,11.1,10.4,12.6,2.3,4.8,10.8,18.3,G,Texas Tech,zhaire-smith-1
1045,Dalen Terry,416,CHI,1,18,2022,Arizona,2020-21,2021-22,63,51,5.7,116,97,2.9,2.9,.146,2.2,4.1,6.2,14.7,4.8,13.0,9.2,18.8,2.3,1.4,18.2,13.9,G,Arizona,dalen-terry-1
1046,Kevon Looney,416,GSW,1,30,2015,UCLA,2014-15,2014-15,36,36,4.8,117,97,2.8,2.0,.172,4.7,2.3,7.0,21.9,12.2,21.0,16.6,9.1,2.5,3.3,10.3,19.7,F,UCLA,kevon-looney-1
1047,Talen Horton-Tucker,414,ORL,2,46,2019,Iowa State,2018-19,2018-19,35,34,2.7,100,98,1.0,1.7,.114,1.7,2.5,4.2,17.2,2.9,16.7,10.2,16.2,2.8,2.7,12.4,26.2,G,Iowa State,talen-horton-tucker-1
1048,Trevor Keels,413,NYK,2,42,2022,Duke,2021-22,2021-22,36,26,3.7,112,103,2.3,1.3,.134,2.7,1.5,4.2,16.5,3.3,9.0,6.4,14.9,2.4,0.2,10.2,20.7,G,Duke,trevor-keels-1
1049,Jett Howard,412,ORL,1,11,2023,Michigan,2022-23,2022-23,29,29,3.0,113,106,2.1,1.0,.132,4.2,1.0,5.2,16.7,1.0,8.7,5.0,12.9,0.8,2.1,9.2,23.0,G,Michigan,jett-howard-1
1050,Chinanu Onuaku,411,HOU,2,37,2016,Louisville,2014-15,2015-16,66,55,6.2,110,86,2.2,4.0,.178,1.9,6.1,8.0,21.0,13.1,21.5,17.3,9.7,2.2,8.6,24.6,16.1,F,Louisville,chinanu-onuaku-1
1051,David Johnson,411,TOR,2,47,2021,Louisville,2019-20,2020-21,46,23,3.0,98,98,1.1,1.8,.108,2.2,2.5,4.7,15.7,4.9,14.0,9.6,25.5,2.1,1.3,21.8,24.1,G,Louisville,david-johnson-13
1052,Reed Sheppard,411,HOU,1,3,2024,Kentucky,2023-24,2023-24,33,5,4.5,129,103,3.0,1.4,.188,6.4,5.0,11.4,23.6,1.5,13.3,7.7,24.1,4.6,2.5,18.3,18.0,G,Kentucky,reed-sheppard-2
1053,Rashad Vaughn,410,MIL,1,17,2015,UNLV,2014-15,2014-15,23,23,2.5,104,100,1.4,1.1,.132,4.5,0.1,4.5,20.2,2.3,13.7,8.4,11.8,1.5,1.1,11.8,30.8,G,UNLV,rashad-vaughn-1
1054,Cole Anthony,407,ORL,1,15,2020,North Carolina,2019-20,2019-20,22,20,2.1,100,102,1.2,0.9,.108,3.3,1.8,5.1,17.5,1.4,16.4,8.7,24.1,2.1,0.9,15.9,30.0,G,North Carolina,cole-anthony-1
1055,Marvin Williams,407,ATL,1,2,2005,North Carolina,2004-05,2004-05,36,0,4.8,,,2.6,2.1,.239,,,,,,,16.0,5.4,,1.4,14.7,21.1,F,North Carolina,marvin-williams-1
1056,Jahmi'us Ramsey,406,SAC,2,43,2020,Texas Tech,2019-20,2019-20,27,27,3.3,105,93,1.6,1.7,.156,4.3,2.4,6.7,19.1,3.0,12.4,7.8,16.1,2.5,2.5,12.7,26.2,G,Texas Tech,jahmius-ramsey-1
1057,AJ Griffin,405,ATL,1,16,2022,Duke,2021-22,2021-22,39,25,4.2,129,102,3.0,1.2,.180,6.6,1.5,8.1,20.7,3.9,13.7,9.1,7.0,1.3,2.3,7.2,18.8,F,Duke,aj-griffin-1
1058,Jarace Walker,404,WAS,1,8,2023,Houston,2022-23,2022-23,36,35,5.2,114,87,2.4,2.8,.211,4.5,4.4,8.8,22.1,9.6,18.2,14.0,12.5,2.2,6.3,12.3,22.4,F,Houston,jarace-walker-1
1059,DerMarr Johnson,402,ATL,1,6,2000,Cincinnati,1999-00,1999-00,32,32,4.8,,,2.6,2.2,.218,,,,,,,,,,,12.0,,G,Cincinnati,dermarr-johnson-1
1060,Jaden McDaniels,402,LAL,1,28,2020,Washington,2019-20,2019-20,31,21,2.3,94,95,0.6,1.7,.096,0.3,2.2,2.6,14.6,4.4,15.8,10.6,14.6,1.4,4.9,20.4,25.6,F,Washington,jaden-mcdaniels-1
1061,Karl-Anthony Towns,401,MIN,1,1,2015,Kentucky,2014-15,2014-15,39,39,6.4,127,78,3.5,2.9,.311,6.6,7.6,14.3,31.4,14.2,22.3,18.5,11.6,1.4,11.5,14.2,23.7,F,Kentucky,karl-anthony-towns-1
1062,Marquis Teague,401,CHI,1,29,2012,Kentucky,2011-12,2011-12,40,40,3.5,102,99,1.7,1.8,.108,0.8,1.4,2.3,13.2,1.6,7.1,4.5,25.6,1.7,0.8,21.1,20.2,G,Kentucky,marquis-teague-1
1063,Avery Bradley,396,BOS,1,19,2010,Texas,2009-10,2009-10,34,32,3.2,107,99,1.6,1.6,.127,,,,14.9,3.5,6.6,5.1,12.4,2.4,1.6,11.5,20.4,G,Texas,avery-bradley-1
1064,Troy Brown,396,WAS,1,15,2018,Oregon,2017-18,2017-18,35,35,3.1,106,102,1.5,1.6,.114,1.4,2.3,3.7,16.6,5.9,18.0,12.0,18.7,2.9,0.8,18.8,21.0,F,Oregon,troy-brown-5
1065,Tyrus Thomas,395,POR,1,4,2006,Louisiana State,2005-06,2005-06,32,21,7.3,,,2.9,4.3,.351,,,,,,,19.7,10.4,,8.1,15.8,21.7,F,Louisiana State,tyrus-thomas-1
1066,Frank Jackson,394,CHA,2,31,2017,Duke,2016-17,2016-17,36,16,3.3,119,106,2.4,0.9,.147,3.7,1.4,5.1,17.0,3.1,8.3,5.8,12.6,1.3,0.2,12.9,21.1,G,Duke,frank-jackson-2
1067,Quincy Miller,393,DEN,2,38,2012,Baylor,2011-12,2011-12,37,35,3.5,110,99,2.1,1.3,.153,3.4,1.9,5.3,19.4,7.5,17.5,12.5,11.6,1.7,2.9,15.4,23.9,F,Baylor,quincy-miller-1
1068,Liam McNeeley,392,PHO,1,29,2025,Connecticut,2024-25,2024-25,27,26,2.9,112,107,1.8,1.1,.132,2.6,0.8,3.4,16.1,3.7,18.7,11.5,13.1,1.1,0.8,11.9,25.6,F,Connecticut,liam-mcneeley-1
1069,Zach Collins,390,SAC,1,10,2017,Gonzaga,2016-17,2016-17,39,0,5.0,125,79,2.6,2.4,.299,4.6,6.0,10.6,31.0,12.1,23.3,18.4,4.4,1.5,9.8,17.8,24.8,F,Gonzaga,zach-collins-1
1070,Lachlan Olbrich,388,LAL,2,55,2025,,2022-23,2022-23,34,33,2.9,105,102,1.5,1.4,.121,0.1,-0.1,0.1,16.9,10.3,15.9,13.0,10.5,1.4,1.9,14.4,23.5,F,UC Riverside,lachlan-olbrich-1
1071,TyTy Washington Jr.,388,MEM,1,29,2022,Kentucky,2021-22,2021-22,31,29,3.9,115,98,2.4,1.5,.171,4.1,3.3,7.4,19.3,2.6,10.7,6.8,22.7,2.6,0.7,12.2,22.5,G,Kentucky,tyty-washingtonjr-1
1072,Mohamed Bamba,387,ORL,1,6,2018,Texas,2017-18,2017-18,30,29,4.8,118,90,2.4,2.4,.212,5.0,5.9,10.9,28.3,12.2,28.2,20.2,3.6,1.5,13.1,12.3,21.3,F,Texas,mohamed-bamba-1
1073,Jonathan Isaac,383,ORL,1,6,2017,Florida State,2016-17,2016-17,32,32,4.3,122,94,2.4,1.9,.205,5.8,4.2,10.0,24.6,7.7,25.1,16.7,7.5,2.4,6.2,13.3,20.3,F,Florida State,jonathan-isaac-1
1074,Daequan Cook,382,PHI,1,21,2007,Ohio State,2006-07,2006-07,39,1,3.5,,,1.6,1.9,.180,,,,,,,,,,,13.8,,G,Ohio State,daequan-cook-1
1075,Jaren Jackson Jr.,382,MEM,1,4,2018,Michigan State,2017-18,2017-18,35,34,4.6,121,86,2.3,2.2,.239,4.4,7.3,11.7,26.9,8.8,19.7,15.0,9.3,1.6,14.3,17.4,23.5,F,Michigan State,jaren-jacksonjr-1
1076,Devin Booker,381,PHO,1,13,2015,Kentucky,2014-15,2014-15,38,0,4.5,123,92,2.7,1.8,.219,6.1,3.3,9.4,19.4,2.6,7.8,5.4,10.9,1.3,0.3,10.4,22.8,G,Kentucky,devin-booker-2
1077,Sean Williams,377,NJN,1,17,2007,Boston College,2004-05,2006-07,69,15,7.6,,,2.2,5.4,.216,,,,,,,12.2,6.9,,9.9,20.5,16.1,F,Boston College,sean-williams-1
1078,Stephon Castle,377,SAS,1,4,2024,Connecticut,2023-24,2023-24,34,30,4.3,120,99,2.5,1.7,.186,3.4,3.1,6.5,19.0,7.8,12.0,10.1,18.4,1.8,2.1,13.0,22.0,G,Connecticut,stephon-castle-2
1079,Cason Wallace,375,DAL,1,10,2023,Kentucky,2022-23,2022-23,32,32,3.9,114,100,2.2,1.6,.150,3.6,4.2,7.7,18.5,3.3,10.2,6.7,24.3,3.7,1.6,16.3,19.9,G,Kentucky,cason-wallace-1
1080,Cory Joseph,375,SAS,1,29,2011,Texas,2010-11,2010-11,36,36,4.4,113,95,2.2,2.2,.152,2.7,3.8,6.5,15.1,2.2,9.5,6.0,17.3,1.9,0.9,13.1,17.3,G,Texas,cory-joseph-1
1081,Donnell Harvey,374,NYK,1,22,2000,Florida,1999-00,1999-00,37,9,4.0,,,1.3,2.7,.216,,,,,,,,,,,14.6,,C,Florida,donnell-harvey-1
1082,Cam Christie,373,LAC,2,46,2024,Minnesota,2023-24,2023-24,33,26,2.5,112,110,1.6,0.9,.100,2.1,0.6,2.7,13.7,1.0,12.9,7.1,13.8,1.2,1.1,10.0,19.7,G,Minnesota,cam-christie-1
1083,Hamidou Diallo,371,NJN,2,45,2018,Kentucky,2017-18,2017-18,37,37,2.4,104,103,1.1,1.3,.103,0.6,2.3,2.9,13.8,4.2,11.5,8.1,9.5,1.7,1.6,12.0,22.6,G,Kentucky,hamidou-diallo-1
1084,Lonnie Walker,368,SAS,1,18,2018,Miami (FL),2017-18,2017-18,32,18,2.8,109,103,1.6,1.3,.127,2.9,2.3,5.2,16.3,1.7,9.2,5.5,13.0,2.0,1.8,9.6,22.4,G,Miami (FL),lonnie-walker-2
1085,Mitch McGary,367,OKC,1,21,2014,Michigan,2012-13,2013-14,47,12,4.9,115,91,2.6,2.2,.201,3.9,4.0,7.8,25.2,15.9,25.1,20.4,7.5,3.7,3.7,16.0,21.0,F,Michigan,mitch-mcgary-1
1086,Yves Missi,365,NOH,1,21,2024,Baylor,2023-24,2023-24,34,32,3.7,126,103,2.6,1.2,.191,5.0,2.4,7.4,24.7,14.6,16.4,15.5,3.4,1.5,7.3,11.7,21.8,F,Baylor,yves-missi-2
1087,Cassius Stanley,364,IND,2,54,2020,Duke,2019-20,2019-20,29,29,3.3,112,96,1.9,1.4,.166,3.6,1.9,5.4,18.5,7.6,11.7,9.7,6.6,1.4,2.4,14.4,21.9,G,Duke,cassius-stanley-1
1088,Dalano Banton,363,TOR,2,46,2021,Nebraska,2018-19,2020-21,58,34,2.2,93,99,0.3,1.9,.074,0.5,2.4,2.9,14.1,3.9,18.4,11.3,27.6,1.9,4.0,24.1,20.2,G,NebraskaWestern Kentucky,dalano-banton-1
1089,Isaac Okoro,360,CLE,1,5,2020,Auburn,2019-20,2019-20,28,28,3.4,116,101,2.3,1.1,.156,3.8,2.5,6.3,19.1,6.4,8.8,7.6,13.1,1.7,3.1,15.2,19.6,F,Auburn,isaac-okoro-1
1090,Josh Green,359,DAL,1,18,2020,Arizona,2019-20,2019-20,30,30,3.8,110,93,2.0,1.9,.166,2.8,4.1,6.9,17.9,4.8,11.9,8.4,16.0,2.8,1.6,12.6,20.7,G,Arizona,josh-green-2
1091,Ryan Dunn,358,DEN,1,28,2024,Virginia,2022-23,2023-24,65,34,5.5,112,90,1.9,3.6,.166,0.7,5.5,6.2,20.0,8.5,21.3,14.8,5.5,2.8,10.4,11.7,15.4,G,Virginia,ryan-dunn-1
1092,Dave Young,357,OKC,2,41,2004,,2000-01,2002-03,66,32,2.3,,,0.4,1.9,.085,,,,,,,8.0,9.6,,0.6,13.5,18.5,G,Xavier,dave-young-1
1093,Zach Randolph,356,POR,1,19,2001,Michigan State,2000-01,2000-01,33,8,5.1,,,2.3,2.8,.315,,,,,,,,,,,15.2,,C,Michigan State,zach-randolph-1
1094,Nassir Little,353,POR,1,25,2019,North Carolina,2018-19,2018-19,36,0,2.7,110,97,1.4,1.2,.163,2.9,2.2,5.1,20.0,9.2,16.8,13.0,6.4,1.5,3.3,13.0,25.2,F,North Carolina,nassir-little-1
1095,Noah Clowney,352,NJN,1,21,2023,Alabama,2022-23,2022-23,36,36,4.3,117,90,1.9,2.4,.189,3.7,4.5,8.3,18.6,8.7,21.4,15.5,5.8,1.3,3.4,13.1,18.0,F,Alabama,noah-clowney-1
1096,Egor Demin,351,NJN,1,8,2025,Brigham Young,2024-25,2024-25,33,33,2.3,104,106,1.1,1.3,.103,3.1,2.2,5.3,15.6,1.3,14.8,8.3,34.6,2.5,1.7,21.9,24.5,G,Brigham Young,egor-demin-1
1097,Gerald Wallace,351,SAC,1,25,2001,Alabama,2000-01,2000-01,36,2,3.5,,,0.4,3.0,.168,,,,,,,,,,,19.2,,F,Alabama,gerald-wallace-1
1098,Zach LaVine,349,MIN,1,13,2014,UCLA,2013-14,2013-14,37,1,2.5,109,105,1.4,1.2,.111,1.7,1.2,2.9,14.6,2.4,9.5,6.1,12.6,2.1,0.8,11.6,20.1,G,UCLA,zach-lavine-1
1099,Thomas Sorber,348,OKC,1,15,2025,Georgetown,2024-25,2024-25,24,23,3.4,115,97,1.7,1.7,.179,4.1,4.4,8.5,24.7,9.5,21.9,15.6,15.6,2.7,7.6,15.3,23.6,F,Georgetown,thomas-sorber-1
1100,Jalen Duren,347,CHA,1,13,2022,Memphis,2021-22,2021-22,29,29,3.5,113,92,1.8,1.7,.190,3.7,3.3,7.1,25.3,14.0,21.5,18.0,10.5,1.8,9.9,18.6,22.8,C,Memphis,jalen-duren-1
1101,Balsa Koprivica,346,CHA,2,57,2021,Florida State,2019-20,2020-21,51,20,3.9,123,97,2.6,1.3,.208,3.4,2.5,5.9,24.9,13.5,17.5,15.6,7.0,1.2,6.2,15.5,20.9,C,Florida State,balsa-koprivica-1
1102,Myles Turner,345,IND,1,11,2015,Texas,2014-15,2014-15,34,7,4.0,113,86,1.9,2.1,.213,3.4,6.0,9.3,25.5,7.2,24.9,16.7,6.2,0.8,12.3,13.2,25.1,F,Texas,myles-turner-1
1103,Caleb Houstan,343,ORL,2,32,2022,Michigan,2021-22,2021-22,34,34,2.3,105,107,1.4,0.9,.084,1.9,1.2,3.1,11.8,3.1,11.7,7.5,7.4,1.4,0.8,13.9,17.9,G,Michigan,caleb-houstan-1
1104,OG Anunoby,342,TOR,1,23,2017,Indiana,2015-16,2016-17,50,10,3.6,118,98,2.0,1.6,.165,4.5,3.9,8.4,21.8,10.0,13.8,12.0,8.6,3.2,5.5,16.1,19.0,F,Indiana,og-anunoby-1
1105,Andre Drummond,340,DET,1,9,2012,Connecticut,2011-12,2011-12,34,30,2.9,103,97,1.4,1.5,.121,2.0,2.9,4.9,21.9,14.2,17.0,15.6,3.4,1.8,9.9,13.5,20.9,C,Connecticut,andre-drummond-1
1106,Noah Vonleh,338,CHA,1,9,2014,Indiana,2013-14,2013-14,30,29,3.6,113,92,1.6,2.0,.182,2.9,3.7,6.6,22.2,10.8,27.3,19.4,4.9,1.9,5.4,18.6,21.4,F,Indiana,noah-vonleh-1
1107,Tito Maddox,337,HOU,2,38,2002,Fresno State,2000-01,2000-01,25,24,2.2,,,0.5,1.7,.110,,,,,,,,,,,27.3,,G,Fresno State,tito-maddox-1
1108,Amari Bailey,335,CHA,2,41,2023,UCLA,2022-23,2022-23,30,28,2.7,101,93,0.9,1.9,.136,1.7,3.3,5.0,16.4,3.6,13.2,8.3,15.2,2.5,1.4,19.4,23.7,G,UCLA,amari-bailey-1
1109,Khaman Maluach,335,HOU,1,10,2025,Duke,2024-25,2024-25,39,39,5.4,147,94,3.4,2.0,.260,6.2,3.6,9.9,25.5,16.5,19.2,18.0,4.3,0.6,6.8,11.6,16.1,C,Duke,khaman-maluach-1
1110,Kelly Oubre,333,ATL,1,15,2015,Kansas,2014-15,2014-15,36,27,3.4,112,93,1.7,1.7,.180,4.7,4.1,8.8,21.1,6.4,19.2,13.2,8.1,3.3,1.8,12.5,23.1,G,Kansas,kelly-oubre-1
1111,Kendall Brown,329,MIN,2,48,2022,Baylor,2021-22,2021-22,34,34,4.0,119,95,2.2,1.8,.174,3.7,3.6,7.4,18.4,7.3,13.7,10.5,12.3,2.2,1.5,18.2,17.1,G,Baylor,kendall-brown-1
1112,Jamison Brewer,328,IND,2,41,2001,Auburn,1999-00,2000-01,58,33,3.8,,,0.8,3.0,.113,,,,,,,,,,,27.5,,G,Auburn,jamison-brewer-1
1113,Kai Jones,327,NYK,1,19,2021,Texas,2019-20,2020-21,53,14,4.0,114,95,2.0,2.0,.154,2.3,4.0,6.2,17.7,8.9,14.4,11.7,4.9,2.0,5.3,18.2,15.8,F,Texas,kai-jones-1
1114,Cam Whitmore,326,HOU,1,20,2023,Villanova,2022-23,2022-23,26,20,2.3,105,100,1.1,1.2,.130,3.7,2.5,6.2,20.5,3.7,20.3,12.1,6.4,3.2,1.6,12.8,25.6,F,Villanova,cam-whitmore-1
1115,Max Christie,324,LAL,2,35,2022,Michigan State,2021-22,2021-22,35,35,1.7,100,108,0.9,0.8,.063,0.8,1.1,1.9,10.5,3.4,9.2,6.4,8.6,1.0,1.7,13.7,18.1,G,Michigan State,max-christie-1
1116,Jaxson Hayes,320,ATL,1,8,2019,Texas,2018-19,2018-19,32,21,4.3,139,96,2.8,1.5,.230,4.6,5.5,10.1,27.0,8.7,16.3,12.5,2.6,1.5,10.6,11.8,17.2,F,Texas,jaxson-hayes-1
1117,Jaden Springer,313,PHI,1,28,2021,Tennessee,2020-21,2020-21,25,15,2.9,109,94,1.6,1.3,.180,3.6,3.3,6.9,20.9,4.6,10.9,7.8,24.1,2.7,2.0,17.9,26.0,G,Tennessee,jaden-springer-1
1118,Joel Embiid,313,PHI,1,3,2014,Kansas,2013-14,2013-14,28,20,3.4,117,91,1.8,1.7,.213,5.0,6.9,11.9,28.2,12.7,27.3,20.5,11.5,2.3,11.7,21.6,23.4,C,Kansas,joel-embiid-1
