--- When using SR data, please cite us and provide a link and/or a mention.


 
Rk,Player,PTS,STL%,BLK%,OBPM,DBPM,PER,ORB%,DRB%,TS%,3PAr,eFG%,Draft Team,Round,Pick,Draft Year,Draft College,From,To,G,GS,WS,ORtg,DRtg,OWS,DWS,WS/40,OBPM,DBPM,BPM,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Pos,Team,Player-additional
156,Tyler Kolek,1393,2.8,0.4,3.9,2.3,18.9,2.2,12.9,.554,.458,.517,POR,2,34,2024,Marquette,2020-21,2023-24,121,117,14.5,113,101,8.8,5.7,.152,3.9,2.3,6.2,18.9,2.2,12.9,7.6,34.5,2.8,0.4,18.8,20.8,G,George MasonMarquette,tyler-kolek-1
157,Larry Nance,1386,2.6,4.5,2.8,3.2,22.7,7.1,22.5,.587,.120,.540,LAL,1,27,2015,Wyoming,2011-12,2014-15,123,89,16.8,112,91,8.4,8.4,.185,2.8,3.2,6.1,22.7,7.1,22.5,15.1,12.7,2.6,4.5,14.0,22.8,F,Wyoming,larry-nance-2
158,Mason Plumlee,1384,1.8,5.0,4.4,4.0,22.0,10.8,23.7,.584,.011,.575,NJN,1,22,2013,Duke,2009-10,2012-13,141,99,16.6,111,91,8.3,8.2,.181,4.4,4.0,8.4,22.0,10.8,23.7,17.3,11.1,1.8,5.0,19.2,20.2,F,Duke,mason-plumlee-1
159,Javon Small,1380,2.1,0.8,4.7,1.8,19.2,1.7,13.1,.570,.517,.506,MEM,2,48,2025,West Virginia,2021-22,2024-25,97,80,10.6,111,104,6.5,4.1,.144,4.7,1.8,6.5,19.2,1.7,13.1,7.4,31.7,2.1,0.8,17.3,25.9,G,East CarolinaOklahoma StateWest Virginia,javon-small-1
160,Jon Leuer,1376,1.1,3.3,7.9,1.8,29.2,6.3,21.6,.559,.253,.529,MIL,2,40,2011,Wisconsin,2007-08,2010-11,123,68,14.5,120,97,8.9,5.6,.207,7.9,1.8,9.8,29.2,6.3,21.6,12.8,12.4,1.1,3.3,10.3,28.4,F,Wisconsin,jon-leuer-1
161,Norman Powell,1376,2.6,1.7,1.8,2.6,16.4,1.9,11.9,.548,.325,.512,MIL,2,46,2015,UCLA,2011-12,2014-15,141,83,11.0,109,101,6.0,5.0,.123,1.8,2.6,4.5,16.4,1.9,11.9,6.9,11.5,2.6,1.7,12.5,20.3,G,UCLA,norman-powell-1
162,Toumani Camara,1374,2.1,3.2,1.5,2.2,18.8,9.1,19.8,.566,.226,.548,PHO,2,52,2023,Dayton,2019-20,2022-23,125,116,12.1,105,96,5.6,6.4,.141,1.5,2.2,3.7,18.8,9.1,19.8,14.7,10.5,2.1,3.2,18.4,22.3,F,DaytonGeorgia,toumani-camara-1
163,Xavier Thames,1374,2.5,0.7,2.9,3.3,17.1,2.1,9.0,.524,.327,.452,TOR,2,59,2014,San Diego State,2009-10,2013-14,128,95,13.7,110,97,7.5,6.2,.153,2.9,3.3,6.1,17.1,2.1,9.0,5.5,20.2,2.5,0.7,13.9,22.0,G,San Diego StateWashington State,xavier-thames-1
164,Marcus Morris,1371,1.9,1.8,8.0,2.9,27.5,12.1,16.7,.601,.134,.579,HOU,1,14,2011,Kansas,2008-09,2010-11,109,90,15.2,126,93,9.4,5.8,.232,8.0,2.9,10.9,27.5,12.1,16.7,14.6,10.2,1.9,1.8,13.1,24.5,F,Kansas,marcus-morris-1
165,Sam Dekker,1363,1.5,1.7,7.2,2.6,23.4,7.5,15.1,.585,.403,.563,HOU,1,18,2015,Wisconsin,2012-13,2014-15,113,81,15.9,122,99,10.6,5.3,.201,7.2,2.6,9.8,23.4,7.5,15.1,11.4,10.5,1.5,1.7,8.9,22.9,F,Wisconsin,sam-dekker-1
166,Quincy Acy,1360,1.7,5.3,3.2,2.9,22.4,10.8,17.9,.635,.008,.604,TOR,2,37,2012,Baylor,2008-09,2011-12,139,66,16.3,121,96,9.9,6.4,.187,3.2,2.9,6.1,22.4,10.8,17.9,14.4,5.3,1.7,5.3,16.7,19.1,F,Baylor,quincy-acy-1
167,Malachi Flynn,1355,2.4,0.2,3.6,1.1,19.2,2.0,10.6,.559,.543,.518,TOR,1,29,2020,San Diego State,2016-17,2019-20,94,92,11.3,113,106,8.0,3.3,.144,3.6,1.1,4.7,19.2,2.0,10.6,6.4,24.5,2.4,0.2,13.4,23.4,G,San Diego StateWashington State,malachi-flynn-1
168,Devin Carter,1351,3.0,2.9,4.8,3.8,21.8,4.4,18.1,.556,.398,.514,SAC,1,13,2024,Providence,2021-22,2023-24,96,73,11.6,111,97,6.3,5.3,.167,4.8,3.8,8.6,21.8,4.4,18.1,11.4,19.1,3.0,2.9,14.4,25.5,G,ProvidenceSouth Carolina,devin-carter-3
169,Davon Reed,1343,1.9,1.4,3.3,2.6,16.7,2.9,12.4,.569,.503,.529,PHO,2,32,2017,Miami (FL),2013-14,2016-17,131,99,12.5,113,102,7.3,5.2,.136,3.3,2.6,5.9,16.7,2.9,12.4,7.8,12.4,1.9,1.4,13.7,20.2,G,Miami (FL),davon-reed-1
170,Saben Lee,1338,2.4,0.7,2.8,0.7,19.1,2.1,10.5,.567,.283,.517,UTA,2,38,2020,Vanderbilt,2017-18,2019-20,96,78,8.6,109,109,6.5,2.1,.116,2.8,0.7,3.5,19.1,2.1,10.5,6.2,27.7,2.4,0.7,17.9,24.9,G,Vanderbilt,saben-lee-1
171,Kobe Brown,1334,2.5,2.4,3.9,1.7,20.9,8.0,20.1,.577,.322,.542,LAC,1,30,2023,Missouri,2019-20,2022-23,123,118,11.9,113,101,7.3,4.5,.153,3.9,1.7,5.6,20.9,8.0,20.1,14.0,14.0,2.5,2.4,15.1,22.4,F,Missouri,kobe-brown-1
172,Jamal Shead,1333,3.7,1.4,3.4,4.7,18.8,2.3,9.4,.498,.355,.465,SAC,2,45,2024,Houston,2020-21,2023-24,138,108,18.0,112,91,8.5,9.5,.190,3.4,4.7,8.1,18.8,2.3,9.4,5.8,33.9,3.7,1.4,15.9,21.5,G,Houston,jamal-shead-1
173,Nick Johnson,1333,2.5,2.0,3.3,4.0,18.1,2.3,12.0,.535,.383,.490,HOU,2,42,2014,Arizona,2011-12,2013-14,108,101,13.5,110,95,7.0,6.5,.162,3.3,4.0,7.4,18.1,2.3,12.0,7.2,18.8,2.5,2.0,13.6,22.7,G,Arizona,nick-johnson-1
174,Jared Butler,1330,3.0,0.7,5.1,3.1,20.2,2.1,10.9,.560,.522,.531,NOH,2,40,2021,Baylor,2018-19,2020-21,94,81,12.5,112,97,7.6,4.9,.183,5.1,3.1,8.2,20.2,2.1,10.9,6.4,23.7,3.0,0.7,15.9,25.7,G,Baylor,jared-butler-1
175,Isaiah Cousins,1326,2.4,1.0,1.7,2.9,14.5,3.3,11.8,.511,.372,.484,SAC,2,59,2016,Oklahoma,2012-13,2015-16,137,119,10.4,104,101,4.6,5.8,.110,1.7,2.9,4.6,14.5,3.3,11.8,7.6,18.0,2.4,1.0,16.4,20.2,G,Oklahoma,isaiah-cousins-1
176,Kyle Guy,1323,1.6,0.2,5.6,2.8,18.6,1.9,10.7,.572,.555,.552,NYK,2,55,2019,Virginia,2016-17,2018-19,106,78,13.7,115,96,7.5,6.2,.177,5.6,2.8,8.4,18.6,1.9,10.7,6.5,11.9,1.6,0.2,9.1,23.8,G,Virginia,kyle-guy-1
177,Terance Mann,1322,1.7,1.0,4.1,2.5,18.6,8.5,13.6,.602,.180,.581,LAC,2,48,2019,Florida State,2015-16,2018-19,140,101,14.3,121,102,9.1,5.2,.158,4.1,2.5,6.5,18.6,8.5,13.6,11.1,13.7,1.7,1.0,14.8,17.2,G,Florida State,terance-mann-1
178,Taurean Prince,1321,2.9,2.7,5.0,2.4,21.8,9.1,15.5,.557,.340,.524,UTA,1,12,2016,Baylor,2012-13,2015-16,129,42,10.7,110,99,6.2,4.5,.165,5.0,2.4,7.4,21.8,9.1,15.5,12.3,12.1,2.9,2.7,15.7,27.3,F,Baylor,taurean-prince-1
179,Damian Jones,1313,0.9,6.4,1.7,2.0,21.7,9.6,16.7,.573,.009,.567,GSW,1,30,2016,Vanderbilt,2013-14,2015-16,99,95,10.1,107,98,5.2,4.9,.151,1.7,2.0,3.7,21.7,9.6,16.7,13.4,6.3,0.9,6.4,14.7,26.6,C,Vanderbilt,damian-jones-1
180,Mikal Bridges,1311,3.0,3.6,6.4,5.1,22.7,5.3,13.4,.656,.490,.623,PHI,1,10,2018,Villanova,2015-16,2017-18,116,73,17.2,131,95,10.5,6.7,.216,6.4,5.1,11.5,22.7,5.3,13.4,9.6,10.3,3.0,3.6,11.0,18.3,F,Villanova,mikal-bridges-1
181,Branden Dawson,1309,2.9,4.7,4.8,4.4,22.9,11.8,19.3,.562,.009,.559,NOH,2,56,2015,Michigan State,2011-12,2014-15,130,122,15.1,110,91,7.2,7.9,.175,4.8,4.4,9.1,22.9,11.8,19.3,15.7,11.1,2.9,4.7,15.8,21.2,F,Michigan State,branden-dawson-1
182,Andrew Nembhard,1308,2.2,0.3,2.9,2.5,15.8,0.8,9.2,.545,.402,.515,IND,2,31,2022,Gonzaga,2018-19,2021-22,131,115,15.6,113,99,8.8,6.8,.148,2.9,2.5,5.3,15.8,0.8,9.2,5.2,28.4,2.2,0.3,17.6,17.6,G,FloridaGonzaga,andrew-nembhard-1
183,Koby Brea,1308,1.0,1.1,4.1,1.1,14.7,1.3,12.8,.617,.719,.606,GSW,2,41,2025,Kentucky,2020-21,2024-25,149,37,12.0,120,105,7.3,4.7,.130,4.1,1.1,5.2,14.7,1.3,12.8,7.5,8.5,1.0,1.1,9.0,16.6,G,DaytonKentucky,koby-brea-1
184,Miye Oni,1308,1.5,3.4,1.5,0.3,18.6,3.1,18.7,.547,.465,.510,GSW,2,58,2019,Yale,2016-17,2018-19,87,82,8.8,106,101,4.7,4.2,.128,1.5,0.3,1.8,18.6,3.1,18.7,11.2,19.9,1.5,3.4,15.7,25.8,G,Yale,miye-oni-1
185,E.J. Liddell,1298,1.2,6.5,6.3,3.0,26.5,8.2,18.6,.577,.254,.523,NOH,2,41,2022,Ohio State,2019-20,2021-22,92,61,12.7,118,99,8.9,3.8,.209,6.3,3.0,9.2,26.5,8.2,18.6,13.7,13.2,1.2,6.5,12.0,27.9,F,Ohio State,ej-liddell-1
186,T.J. Warren,1296,2.9,1.7,7.9,1.7,28.0,10.3,11.0,.593,.150,.579,PHO,1,14,2014,NC State,2012-13,2013-14,70,49,10.6,120,104,8.1,2.5,.194,7.9,1.7,9.6,28.0,10.3,11.0,10.7,7.4,2.9,1.7,9.7,28.6,F,NC State,tj-warren-1
187,George King,1294,1.0,1.4,3.0,0.6,17.4,7.2,19.1,.564,.451,.534,PHO,2,59,2018,Colorado,2013-14,2017-18,127,89,8.9,109,104,5.1,3.8,.124,3.0,0.6,3.6,17.4,7.2,19.1,13.2,6.5,1.0,1.4,14.6,23.1,G,Colorado,george-king-1
188,Jordan Nwora,1294,1.7,1.1,5.4,2.5,21.3,5.1,20.0,.573,.458,.535,MIL,2,45,2020,Louisville,2017-18,2019-20,93,59,10.8,111,96,6.1,4.7,.177,5.4,2.5,7.9,21.3,5.1,20.0,12.9,8.5,1.7,1.1,12.9,27.1,F,Louisville,jordan-nwora-1
189,Montrezl Harrell,1294,1.8,4.4,5.3,3.4,24.1,11.1,18.5,.586,.044,.592,HOU,2,32,2015,Louisville,2012-13,2014-15,112,75,16.0,119,89,8.4,7.7,.217,5.3,3.4,8.7,24.1,11.1,18.5,14.8,7.4,1.8,4.4,11.6,21.0,F,Louisville,montrezl-harrell-1
190,Marcus Zegarowski,1293,2.0,0.2,4.6,1.5,19.3,1.2,10.7,.604,.524,.582,NJN,2,49,2021,Creighton,2018-19,2020-21,92,75,11.7,115,103,8.2,3.5,.158,4.6,1.5,6.0,19.3,1.2,10.7,6.2,24.3,2.0,0.2,15.7,22.0,G,Creighton,marcus-zegarowski-1
191,Alec Burks,1291,2.1,1.2,8.0,0.0,27.8,8.8,13.7,.592,.175,.522,UTA,1,12,2011,Colorado,2009-10,2010-11,68,67,10.8,120,107,9.2,1.6,.206,8.0,0.0,8.1,27.8,8.8,13.7,11.3,17.0,2.1,1.2,12.6,30.0,G,Colorado,alec-burks-1
192,Chimezie Metu,1284,1.5,6.2,2.1,2.4,21.5,7.8,18.6,.573,.046,.540,SAS,2,49,2018,Southern California,2015-16,2017-18,104,71,10.4,112,101,6.1,4.3,.147,2.1,2.4,4.5,21.5,7.8,18.6,13.3,8.4,1.5,6.2,13.8,23.0,F,Southern California,chimezie-metu-1
193,Joe Wieskamp,1283,1.8,1.6,5.9,1.5,20.0,5.1,16.1,.601,.485,.567,SAS,2,41,2021,Iowa,2018-19,2020-21,97,97,11.3,119,103,8.0,3.3,.156,5.9,1.5,7.4,20.0,5.1,16.1,10.7,9.0,1.8,1.6,10.9,20.4,G,Iowa,joe-wieskamp-1
194,Seth Lundy,1283,1.6,2.4,3.5,1.5,17.0,4.0,16.5,.558,.605,.523,ATL,2,46,2023,Penn State,2019-20,2022-23,122,96,10.0,110,103,6.0,4.0,.127,3.5,1.5,5.0,17.0,4.0,16.5,10.4,5.6,1.6,2.4,10.7,21.8,F,Penn State,seth-lundy-1
195,Jared Sullinger,1282,2.1,3.0,7.3,3.2,30.3,13.3,25.9,.591,.061,.541,BOS,1,21,2012,Ohio State,2010-11,2011-12,74,72,16.2,124,88,10.3,5.9,.282,7.3,3.2,10.6,30.3,13.3,25.9,19.5,8.0,2.1,3.0,10.7,27.4,F,Ohio State,jared-sullinger-1
196,Cameron Payne,1279,3.3,1.7,5.7,0.8,25.3,1.7,10.9,.551,.431,.509,OKC,1,14,2015,Murray State,2013-14,2014-15,69,69,11.3,116,101,8.0,3.3,.202,5.7,0.8,6.4,25.3,1.7,10.9,6.5,37.1,3.3,1.7,14.5,30.5,G,Murray State,cameron-payne-1
197,Jimmy Butler,1277,2.4,1.6,7.2,2.2,24.7,8.5,13.2,.607,.122,.531,CHI,1,30,2011,Marquette,2008-09,2010-11,106,69,15.9,131,101,11.2,4.7,.203,7.2,2.2,9.4,24.7,8.5,13.2,11.1,11.2,2.4,1.6,9.5,19.0,G,Marquette,jimmy-butler-1
198,Pelle Larsson,1277,1.7,1.1,2.8,2.9,15.7,3.7,11.8,.620,.401,.570,HOU,2,44,2024,Arizona,2020-21,2023-24,133,74,13.0,117,100,7.5,5.5,.150,2.8,2.9,5.7,15.7,3.7,11.8,8.0,17.9,1.7,1.1,19.7,17.9,G,ArizonaUtah,pelle-larsson-1
199,Keita Bates-Diop,1272,1.5,5.4,5.1,3.1,22.5,5.5,20.2,.567,.351,.534,MIN,2,48,2018,Ohio State,2014-15,2017-18,109,70,12.0,114,96,6.6,5.4,.177,5.1,3.1,8.2,22.5,5.5,20.2,13.2,9.3,1.5,5.4,10.7,23.8,F,Ohio State,keita-bates-diop-1
200,Jared Cunningham,1271,4.6,1.0,3.4,2.3,20.1,4.0,9.2,.576,.292,.505,CLE,1,24,2012,Oregon State,2009-10,2011-12,98,83,9.7,108,100,5.8,3.9,.142,3.4,2.3,5.7,20.1,4.0,9.2,6.5,14.7,4.6,1.0,18.5,24.5,G,Oregon State,jared-cunningham-2


Provided by <a href="https://www.sports-reference.com/sharing.html?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool">Stathead</a>: <a href="https://www.sports-reference.com/stathead/basketball/cbb/player-season-finder.cgi?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool">Found with Stathead. See Full Results.</a><br>Generated 5/6/2026.--- When using SR data, please cite us and provide a link and/or a mention.


 
Rk,Player,PTS,STL%,BLK%,OBPM,DBPM,PER,ORB%,DRB%,TS%,3PAr,eFG%,Draft Team,Round,Pick,Draft Year,Draft College,From,To,G,GS,WS,ORtg,DRtg,OWS,DWS,WS/40,OBPM,DBPM,BPM,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Pos,Team,Player-additional
201,Tyrese Martin,1271,1.7,1.4,2.5,1.2,16.3,8.0,16.3,.520,.360,.498,GSW,2,51,2022,Connecticut,2018-19,2021-22,114,99,11.5,107,98,5.7,5.8,.131,2.5,1.2,3.8,16.3,8.0,16.3,12.1,8.2,1.7,1.4,13.4,19.8,G,ConnecticutRhode Island,tyrese-martin-1
202,Robert Sacre,1270,1.4,6.7,2.6,2.6,22.0,10.3,17.2,.575,.005,.504,LAL,2,60,2012,Gonzaga,2007-08,2011-12,136,111,13.0,113,94,7.1,5.9,.176,2.6,2.6,5.1,22.0,10.3,17.2,13.7,6.1,1.4,6.7,16.6,22.8,C,Gonzaga,robert-sacre-1
203,Elijah Hughes,1269,2.0,3.0,4.2,1.9,18.5,1.9,12.3,.547,.553,.506,NOH,2,39,2020,Syracuse,2016-17,2019-20,91,73,9.8,109,101,5.9,3.9,.140,4.2,1.9,6.1,18.5,1.9,12.3,7.2,15.1,2.0,3.0,12.1,24.1,F,East CarolinaSyracuse,elijah-hughes-1
204,Quinten Post,1268,1.4,5.6,4.0,1.9,23.0,8.6,20.5,.588,.256,.556,GSW,2,52,2024,Boston College,2019-20,2023-24,124,59,9.9,111,102,6.1,3.8,.155,4.0,1.9,6.0,23.0,8.6,20.5,14.6,14.2,1.4,5.6,15.8,26.1,F,Boston CollegeMississippi State,quinten-post-1
205,Reggie Jackson,1254,1.6,1.6,8.9,0.9,23.9,5.5,12.8,.560,.352,.527,OKC,1,24,2011,Boston College,2008-09,2010-11,99,52,10.8,117,106,7.9,2.9,.156,8.9,0.9,9.8,23.9,5.5,12.8,9.2,26.8,1.6,1.6,15.3,24.8,G,Boston College,reggie-jackson-1
206,Josh Richardson,1252,2.5,2.5,2.5,3.0,16.2,3.6,10.7,.542,.306,.504,MIA,2,40,2015,Tennessee,2011-12,2014-15,136,110,12.0,110,101,6.8,5.2,.125,2.5,3.0,5.5,16.2,3.6,10.7,7.0,14.4,2.5,2.5,15.3,19.0,G,Tennessee,josh-richardson-2
207,Wesley Iwundu,1249,2.0,1.6,2.1,2.9,15.5,4.9,15.0,.540,.165,.491,ORL,2,33,2017,Kansas State,2013-14,2016-17,132,123,10.6,105,101,4.8,5.7,.113,2.1,2.9,4.9,15.5,4.9,15.0,10.0,20.6,2.0,1.6,19.5,19.9,F,Kansas State,wesley-iwundu-1
208,Darius Miller,1248,1.7,2.5,4.6,3.4,17.1,4.7,9.1,.568,.467,.537,NOH,2,46,2012,Kentucky,2008-09,2011-12,152,82,13.9,119,98,8.1,5.9,.147,4.6,3.4,8.1,17.1,4.7,9.1,7.3,13.2,1.7,2.5,16.3,17.3,G,Kentucky,darius-miller-1
209,Thomas Welsh,1248,0.9,4.5,3.7,1.6,20.7,10.7,22.7,.582,.114,.561,DEN,2,58,2018,UCLA,2014-15,2017-18,132,94,13.6,125,101,8.6,5.0,.165,3.7,1.6,5.2,20.7,10.7,22.7,17.0,5.5,0.9,4.5,7.7,17.1,C,UCLA,thomas-welsh-1
210,Matisse Thybulle,1242,4.7,4.9,1.7,5.3,16.5,3.4,8.4,.550,.520,.522,BOS,1,20,2019,Washington,2015-16,2018-19,135,134,11.1,105,100,4.4,6.7,.112,1.7,5.3,7.0,16.5,3.4,8.4,5.9,12.8,4.7,4.9,18.2,17.0,G,Washington,matisse-thybulle-1
211,Cameron Bairstow,1239,1.4,4.0,2.9,2.3,21.5,10.4,16.6,.577,.007,.519,CHI,2,49,2014,New Mexico,2010-11,2013-14,134,55,13.0,116,96,7.7,5.2,.186,2.9,2.3,5.2,21.5,10.4,16.6,13.6,8.6,1.4,4.0,12.8,23.3,F,New Mexico,cameron-bairstow-1
212,Pierre Jackson,1235,3.0,0.1,7.5,2.2,24.0,2.8,9.2,.583,.468,.530,PHI,2,42,2013,Baylor,2011-12,2012-13,74,55,12.2,116,100,9.0,3.2,.201,7.5,2.2,9.7,24.0,2.8,9.2,6.0,39.1,3.0,0.1,19.5,27.1,G,Baylor,pierre-jackson-1
213,Jacob Evans,1233,2.4,3.5,4.9,4.2,20.3,5.3,11.6,.551,.469,.518,GSW,1,28,2018,Cincinnati,2015-16,2017-18,105,80,15.1,120,93,8.2,6.9,.198,4.9,4.2,9.2,20.3,5.3,11.6,8.5,16.8,2.4,3.5,10.6,20.9,G,Cincinnati,jacob-evans-1
214,Adreian Payne,1232,1.7,5.8,3.5,3.4,22.9,9.5,22.4,.601,.175,.562,ATL,1,15,2014,Michigan State,2010-11,2013-14,138,94,13.2,114,92,7.0,6.2,.192,3.5,3.4,7.0,22.9,9.5,22.4,16.1,6.6,1.7,5.8,15.4,22.9,C,Michigan State,adreian-payne-1
215,Trey Burke,1231,2.3,1.4,7.5,2.6,24.3,2.1,10.1,.556,.374,.519,MIN,1,9,2013,Michigan,2011-12,2012-13,73,71,12.9,116,101,9.7,3.2,.197,7.5,2.6,10.1,24.3,2.1,10.1,6.1,33.2,2.3,1.4,14.0,27.4,G,Michigan,trey-burke-1
216,Rui Hachimura,1230,1.7,2.6,5.3,2.7,27.0,6.8,17.4,.629,.095,.594,WAS,1,9,2019,Gonzaga,2016-17,2018-19,102,39,12.4,124,93,7.8,4.6,.246,5.3,2.7,8.0,27.0,6.8,17.4,12.6,7.4,1.7,2.6,10.9,26.9,F,Gonzaga,rui-hachimura-1
217,Derrick Williams,1227,1.6,2.3,9.6,2.5,29.7,10.9,21.0,.660,.136,.621,MIN,1,2,2011,Arizona,2009-10,2010-11,69,68,12.2,125,99,9.2,3.0,.242,9.6,2.5,12.1,29.7,10.9,21.0,16.1,7.7,1.6,2.3,14.7,27.9,F,Arizona,derrick-williams-2
218,Jabari Bird,1227,1.2,1.1,3.3,1.7,15.7,3.5,10.5,.555,.495,.534,BOS,2,56,2017,California,2013-14,2016-17,114,80,9.4,110,103,5.3,4.1,.125,3.3,1.7,4.9,15.7,3.5,10.5,7.0,9.2,1.2,1.1,11.0,21.3,G,California,jabari-bird-1
219,Harrison Barnes,1226,1.7,1.3,4.8,2.3,20.3,7.1,12.3,.524,.326,.487,GSW,1,7,2012,North Carolina,2010-11,2011-12,75,73,9.3,110,97,5.6,3.8,.170,4.8,2.3,7.1,20.3,7.1,12.3,9.7,8.4,1.7,1.3,11.1,27.3,F,North Carolina,harrison-barnes-1
220,Marial Shayok,1221,2.1,1.5,3.1,3.0,18.1,3.3,12.6,.565,.342,.535,PHI,2,54,2019,Iowa State,2014-15,2018-19,137,57,10.5,108,98,5.3,5.2,.147,3.1,3.0,6.1,18.1,3.3,12.6,8.1,12.5,2.1,1.5,14.0,24.2,G,Iowa StateVirginia,marial-shayok-1
221,Kessler Edwards,1219,1.8,4.8,3.5,0.8,19.7,6.1,18.0,.587,.420,.551,NJN,2,44,2021,Pepperdine,2018-19,2020-21,92,84,10.3,114,102,6.6,3.7,.141,3.5,0.8,4.3,19.7,6.1,18.0,12.0,7.6,1.8,4.8,12.0,20.2,F,Pepperdine,kessler-edwards-1
222,Peyton Siva,1215,4.0,0.6,1.0,4.2,15.9,1.4,9.2,.516,.344,.467,DET,2,56,2013,Louisville,2009-10,2012-13,144,113,12.9,101,92,4.9,8.0,.137,1.0,4.2,5.2,15.9,1.4,9.2,5.3,34.1,4.0,0.6,24.6,20.7,G,Louisville,peyton-siva-1
223,Kris Dunn,1214,4.1,1.4,3.3,4.9,20.7,3.9,15.1,.531,.218,.488,MIN,1,5,2016,Providence,2012-13,2015-16,95,83,10.8,104,96,5.0,5.8,.144,3.3,4.9,8.2,20.7,3.9,15.1,9.3,40.3,4.1,1.4,21.6,24.6,G,Providence,kris-dunn-1
224,Ja Morant,1213,2.2,1.8,6.2,1.5,26.7,5.0,14.0,.597,.298,.536,MEM,1,2,2019,Murray State,2017-18,2018-19,65,65,13.7,120,97,9.4,4.3,.239,6.2,1.5,7.7,26.7,5.0,14.0,9.8,43.0,2.2,1.8,19.7,27.2,G,Murray State,temetrius-morant-1
225,Romero Osby,1211,1.2,3.1,5.3,1.7,22.6,8.8,18.9,.565,.118,.515,ORL,2,51,2013,Oklahoma,2008-09,2012-13,134,65,11.1,116,100,7.3,3.8,.161,5.3,1.7,7.0,22.6,8.8,18.9,13.2,8.0,1.2,3.1,13.0,22.5,F,Mississippi StateOklahoma,romero-osby-1
226,Demetrius Jackson,1204,2.2,0.7,4.3,1.2,18.7,3.6,8.2,.582,.393,.542,BOS,2,45,2016,Notre Dame,2013-14,2015-16,103,88,11.1,119,109,8.8,2.3,.137,4.3,1.2,5.5,18.7,3.6,8.2,6.0,19.2,2.2,0.7,14.1,20.1,G,Notre Dame,demetrius-jackson-2
227,Quentin Grimes,1200,1.9,0.9,3.5,2.2,16.3,3.4,11.2,.536,.542,.510,LAC,1,25,2021,Houston,2018-19,2020-21,96,87,10.7,108,97,5.7,5.0,.153,3.5,2.2,5.7,16.3,3.4,11.2,7.3,14.4,1.9,0.9,14.8,23.1,G,HoustonKansas,quentin-grimes-1
228,Sviatoslav Mykhailiuk,1181,1.8,0.9,3.6,2.1,14.9,3.6,8.6,.563,.587,.548,LAL,2,47,2018,Kansas,2014-15,2017-18,136,70,9.6,114,104,5.8,3.8,.125,3.6,2.1,5.7,14.9,3.6,8.6,6.2,11.3,1.8,0.9,12.2,19.3,G,Kansas,sviatoslav-mykhailiuk-1
229,Cody Martin,1178,2.5,3.0,3.0,3.3,18.7,5.4,12.0,.558,.178,.529,CHA,2,36,2019,Nevada,2014-15,2018-19,122,87,13.2,116,101,7.7,5.5,.150,3.0,3.3,6.3,18.7,5.4,12.0,8.8,22.5,2.5,3.0,16.0,17.8,F,NC StateNevada,cody-martin-1
230,Michael Gbinije,1177,3.1,1.2,3.7,3.6,18.5,3.7,10.3,.561,.457,.543,DET,2,49,2016,Syracuse,2011-12,2015-16,120,61,11.5,112,99,6.4,5.1,.150,3.7,3.6,7.2,18.5,3.7,10.3,7.0,22.1,3.1,1.2,15.6,21.1,F,DukeSyracuse,michael-gbinije-1
231,Alex Oriakhi,1171,0.9,6.0,2.9,2.0,19.4,12.5,18.9,.559,.001,.530,PHO,2,57,2013,Missouri,2009-10,2012-13,143,130,13.6,115,97,7.6,5.9,.149,2.9,2.0,4.9,19.4,12.5,18.9,15.8,2.6,0.9,6.0,13.8,16.8,F,ConnecticutMissouri,alex-oriakhi-1
232,Lorenzo Brown,1167,3.1,1.5,3.0,2.2,18.6,2.6,12.3,.513,.220,.463,MIN,2,52,2013,NC State,2010-11,2012-13,101,95,9.6,104,102,5.7,3.9,.117,3.0,2.2,5.2,18.6,2.6,12.3,7.5,32.8,3.1,1.5,21.1,21.8,G,NC State,lorenzo-brown-1
233,Iman Shumpert,1166,4.3,0.6,5.4,4.2,19.9,4.6,12.9,.503,.373,.453,NYK,1,17,2011,Georgia Tech,2008-09,2010-11,92,91,9.7,104,93,4.1,5.5,.135,5.4,4.2,9.6,19.9,4.6,12.9,7.9,26.5,4.3,0.6,19.5,23.9,G,Georgia Tech,iman-shumpert-1
234,Shake Milton,1166,2.0,1.4,4.7,2.4,19.0,1.5,11.3,.595,.518,.562,DAL,2,54,2018,SMU,2015-16,2017-18,87,80,13.7,122,99,8.4,5.2,.181,4.7,2.4,7.1,19.0,1.5,11.3,6.6,21.3,2.0,1.4,14.0,19.7,G,SMU,malik-milton-1
235,Jamaal Franklin,1162,2.4,2.5,4.0,3.0,24.3,6.9,26.2,.550,.383,.484,MEM,2,41,2013,San Diego State,2010-11,2012-13,85,54,10.9,106,89,5.5,5.3,.198,4.0,3.0,7.0,24.3,6.9,26.2,16.4,16.1,2.4,2.5,17.1,29.9,G,San Diego State,jamaal-franklin-1
