--- When using SR data, please cite us and provide a link and/or a mention.


 
Rk,Player,PTS,STL%,BLK%,OBPM,DBPM,PER,ORB%,DRB%,TS%,3PAr,eFG%,Draft Team,Round,Pick,Draft Year,Draft College,From,To,G,GS,WS,ORtg,DRtg,OWS,DWS,WS/40,OBPM,DBPM,BPM,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Pos,Team,Player-additional
483,Coby White,562,2.0,1.3,5.2,2.8,19.2,1.3,11.3,.556,.523,.516,CHI,1,7,2019,North Carolina,2018-19,2018-19,35,35,4.1,111,99,2.4,1.7,.165,5.2,2.8,8.0,19.2,1.3,11.3,6.4,24.4,2.0,1.3,15.5,26.8,G,North Carolina,coby-white-1
484,Henry Ellenson,561,1.4,4.4,2.8,1.1,20.9,7.8,24.2,.534,.239,.480,DET,1,18,2016,Marquette,2015-16,2015-16,33,33,4.0,106,99,2.0,2.0,.143,2.8,1.1,3.9,20.9,7.8,24.2,16.5,11.0,1.4,4.4,12.9,26.7,F,Marquette,henry-ellenson-1
485,Tony Wroten,559,3.5,1.2,2.5,2.2,20.4,8.0,10.7,.488,.125,.453,MEM,1,25,2012,Washington,2011-12,2011-12,35,27,3.2,99,99,1.6,1.6,.120,2.5,2.2,4.7,20.4,8.0,10.7,9.3,24.5,3.5,1.2,18.7,31.2,G,Washington,tony-wroten-1
486,Dewan Hernandez,552,1.3,4.5,1.4,2.1,19.8,9.5,17.0,.583,.013,.560,TOR,2,59,2019,Miami (FL),2016-17,2017-18,64,47,5.2,113,100,2.8,2.3,.149,1.4,2.1,3.5,19.8,9.5,17.0,13.3,2.9,1.3,4.5,13.5,20.6,F,Miami (FL),dewan-huell-1
487,Vernon Carey Jr.,552,1.6,5.8,7.9,3.4,34.1,12.0,26.1,.615,.061,.588,CHA,2,32,2020,Duke,2019-20,2019-20,31,30,5.6,121,88,3.6,2.0,.288,7.9,3.4,11.3,34.1,12.0,26.1,19.2,8.2,1.6,5.8,12.3,31.0,C,Duke,vernon-careyjr-1
488,Dejounte Murray,548,2.8,0.8,1.9,1.8,16.8,4.1,13.7,.485,.243,.451,SAS,1,29,2016,Washington,2015-16,2015-16,34,34,2.8,100,102,1.2,1.6,.099,1.9,1.8,3.6,16.8,4.1,13.7,8.8,25.6,2.8,0.8,16.3,25.8,G,Washington,dejounte-murray-1
489,Ignas Brazdeikis,548,1.5,1.7,5.3,3.7,21.4,4.6,16.1,.573,.351,.531,SAC,2,47,2019,Michigan,2018-19,2018-19,37,37,5.5,113,91,2.8,2.7,.201,5.3,3.7,8.9,21.4,4.6,16.1,10.5,6.1,1.5,1.7,8.8,26.1,F,Michigan,ignas-brazdeikis-1
490,Kobe Bufkin,547,2.3,1.9,2.4,3.0,17.1,2.9,11.4,.559,.358,.522,ATL,1,15,2023,Michigan,2021-22,2022-23,61,33,4.6,110,102,2.6,2.0,.128,2.4,3.0,5.4,17.1,2.9,11.4,7.3,14.7,2.3,1.9,13.9,21.0,G,Michigan,kobe-bufkin-1
491,Bradley Beal,546,2.5,2.6,5.4,2.9,22.0,4.8,20.3,.575,.473,.525,WAS,1,3,2012,Florida,2011-12,2011-12,37,37,5.7,115,97,3.6,2.1,.180,5.4,2.9,8.4,22.0,4.8,20.3,12.3,12.7,2.5,2.6,14.3,23.0,G,Florida,bradley-beal-1
492,Nicolas Claxton,545,1.5,8.4,1.5,3.4,19.6,9.9,19.2,.526,.217,.490,NJN,2,31,2019,Georgia,2017-18,2018-19,65,37,4.8,107,99,2.3,2.5,.130,1.5,3.4,4.8,19.6,9.9,19.2,14.8,9.1,1.5,8.4,14.8,20.2,F,Georgia,nicolas-claxton-1
493,Cade Cunningham,544,2.5,2.3,5.1,3.2,21.6,2.3,16.3,.574,.388,.515,DET,1,1,2021,Oklahoma State,2020-21,2020-21,27,26,4.0,106,97,2.3,1.7,.166,5.1,3.2,8.3,21.6,2.3,16.3,9.6,20.4,2.5,2.3,18.7,29.1,G,Oklahoma State,cade-cunningham-1
494,Michael Carter-Williams,544,4.7,2.0,3.8,5.4,20.9,4.0,12.7,.493,.303,.445,PHI,1,11,2013,Syracuse,2011-12,2012-13,66,40,7.4,106,88,3.3,4.0,.176,3.8,5.4,9.2,20.9,4.0,12.7,8.2,39.1,4.7,2.0,21.8,21.3,G,Syracuse,michael-carter-williams-1
495,Isaiah Stewart,543,0.9,7.0,5.0,2.4,26.9,10.7,19.5,.629,.059,.577,POR,1,16,2020,Washington,2019-20,2019-20,32,32,5.7,120,94,3.7,2.0,.222,5.0,2.4,7.4,26.9,10.7,19.5,15.5,6.3,0.9,7.0,14.1,24.5,F,Washington,isaiah-stewart-2
496,Jerami Grant,541,1.8,3.0,2.8,2.8,19.2,9.0,16.5,.536,.052,.494,PHI,2,39,2014,Syracuse,2012-13,2013-14,72,29,6.6,116,96,3.6,3.0,.168,2.8,2.8,5.6,19.2,9.0,16.5,12.6,8.1,1.8,3.0,11.1,19.1,F,Syracuse,jerami-grant-1
497,Evan Mobley,540,1.4,8.8,7.9,5.8,29.1,9.6,18.9,.624,.117,.595,CLE,1,3,2021,Southern California,2020-21,2020-21,33,33,6.9,123,91,4.3,2.6,.248,7.9,5.8,13.7,29.1,9.6,18.9,14.5,14.1,1.4,8.8,14.6,22.8,F,Southern California,evan-mobley-1
498,Tre Mann,540,2.2,0.4,2.0,1.9,15.8,2.3,14.4,.534,.427,.497,OKC,1,18,2021,Florida,2019-20,2020-21,53,28,3.9,104,100,2.1,1.8,.120,2.0,1.9,3.9,15.8,2.3,14.4,8.7,16.1,2.2,0.4,16.5,23.9,G,Florida,tre-mann-1
499,Moses Moody,539,1.6,2.0,5.2,2.3,20.4,6.3,11.8,.568,.420,.503,GSW,1,14,2021,Arkansas,2020-21,2020-21,32,32,5.2,120,98,3.4,1.8,.193,5.2,2.3,7.4,20.4,6.3,11.8,9.0,8.2,1.6,2.0,9.9,22.3,G,Arkansas,moses-moody-1
500,Robert Woodard,539,1.9,3.3,3.8,2.0,17.7,8.7,16.1,.548,.265,.534,MEM,2,40,2020,Mississippi State,2018-19,2019-20,65,32,5.1,112,102,3.1,2.1,.127,3.8,2.0,5.7,17.7,8.7,16.1,12.5,7.6,1.9,3.3,14.0,17.7,G,Mississippi State,robert-woodard-2
501,Brice Sensabaugh,537,1.3,1.7,7.8,0.8,26.4,6.2,18.9,.587,.361,.554,UTA,1,28,2023,Ohio State,2022-23,2022-23,33,21,3.8,114,104,2.8,1.0,.187,7.8,0.8,8.6,26.4,6.2,18.9,12.8,11.0,1.3,1.7,12.8,34.0,F,Ohio State,brice-sensabaugh-1
502,Gary Trent Jr.,536,1.9,0.4,4.4,2.6,16.7,2.9,10.3,.567,.564,.528,SAC,2,37,2018,Duke,2017-18,2017-18,37,37,5.1,124,103,3.3,1.8,.163,4.4,2.6,7.0,16.7,2.9,10.3,6.8,6.8,1.9,0.4,7.4,19.5,G,Duke,gary-trentjr-1
503,Shai Gilgeous-Alexander,532,2.8,1.7,5.3,3.7,21.2,3.2,10.0,.578,.151,.516,CHA,1,11,2018,Kentucky,2017-18,2017-18,37,24,5.2,117,102,3.3,1.9,.167,5.3,3.7,9.0,21.2,3.2,10.0,6.8,28.8,2.8,1.7,17.9,21.9,G,Kentucky,shai-gilgeous-alexander-1
504,Devin Vassell,529,2.8,3.9,6.4,4.5,22.7,5.0,14.5,.579,.407,.559,SAS,1,11,2020,Florida State,2018-19,2019-20,63,30,6.3,125,94,3.9,2.4,.208,6.4,4.5,10.9,22.7,5.0,14.5,9.8,11.4,2.8,3.9,7.1,20.0,G,Florida State,devin-vassell-1
505,Malik Beasley,529,1.8,0.6,5.2,1.0,20.8,5.0,15.1,.583,.361,.541,DEN,1,19,2016,Florida State,2015-16,2015-16,34,33,4.0,118,105,2.9,1.1,.158,5.2,1.0,6.2,20.8,5.0,15.1,10.1,9.8,1.8,0.6,11.5,24.2,G,Florida State,malik-beasley-1
506,Romeo Langford,528,1.3,2.7,4.6,1.9,19.9,4.8,12.8,.542,.316,.491,BOS,1,14,2019,Indiana,2018-19,2018-19,32,32,4.0,109,101,2.4,1.6,.148,4.6,1.9,6.5,19.9,4.8,12.8,8.9,14.2,1.3,2.7,12.2,26.1,G,Indiana,romeo-langford-1
507,Airious Bailey,527,1.7,4.1,3.7,0.8,19.9,7.0,17.5,.536,.308,.514,UTA,1,5,2025,Rutgers,2024-25,2024-25,30,30,2.8,108,109,1.7,1.1,.112,3.7,0.8,4.5,19.9,7.0,17.5,12.2,8.3,1.7,4.1,11.0,27.5,G,Rutgers,airious-bailey-1
508,Austin Rivers,527,1.7,0.1,3.2,0.8,16.9,2.2,10.0,.538,.396,.505,NOH,1,10,2012,Duke,2011-12,2011-12,34,33,3.5,108,105,2.4,1.0,.124,3.2,0.8,4.0,16.9,2.2,10.0,6.0,13.0,1.7,0.1,13.9,25.2,G,Duke,austin-rivers-1
509,Lonzo Ball,524,2.8,2.1,8.1,3.9,24.7,3.2,14.3,.673,.566,.668,LAL,1,2,2017,UCLA,2016-17,2016-17,36,36,6.8,131,101,4.8,2.0,.214,8.1,3.9,12.0,24.7,3.2,14.3,9.3,31.4,2.8,2.1,18.6,18.1,G,UCLA,lonzo-ball-1
510,Kendall Marshall,523,2.2,0.4,3.2,3.0,16.1,0.6,7.8,.541,.323,.505,PHO,1,13,2012,North Carolina,2010-11,2011-12,73,55,6.9,110,98,3.7,3.3,.132,3.2,3.0,6.1,16.1,0.6,7.8,4.2,43.2,2.2,0.4,28.5,14.7,G,North Carolina,kendall-marshall-1
511,Stanley Johnson,523,3.2,1.6,5.0,4.4,22.5,8.9,19.1,.551,.297,.501,DET,1,8,2015,Arizona,2014-15,2014-15,38,37,5.7,111,88,2.8,2.9,.212,5.0,4.4,9.4,22.5,8.9,19.1,14.1,11.6,3.2,1.6,14.7,26.6,F,Arizona,stanley-johnson-1
512,Tobias Harris,521,1.4,3.4,5.5,1.8,23.8,7.5,20.6,.540,.189,.489,CHA,1,19,2011,Tennessee,2010-11,2010-11,34,33,4.4,113,99,2.9,1.5,.177,5.5,1.8,7.3,23.8,7.5,20.6,14.0,10.4,1.4,3.4,11.4,27.2,F,Tennessee,tobias-harris-1
513,Tyler Herro,519,2.0,1.1,5.1,3.8,19.4,1.6,13.9,.580,.419,.536,MIA,1,13,2019,Kentucky,2018-19,2018-19,37,37,5.4,120,98,3.3,2.1,.181,5.1,3.8,8.9,19.4,1.6,13.9,8.2,15.0,2.0,1.1,11.8,21.4,G,Kentucky,tyler-herro-1
514,Walker Kessler,516,2.6,17.2,6.1,7.4,31.4,12.6,21.9,.615,.151,.616,MEM,1,22,2022,Auburn,2020-21,2021-22,63,34,7.0,124,84,3.6,3.4,.249,6.1,7.4,13.4,31.4,12.6,21.9,17.3,7.0,2.6,17.2,11.2,19.8,F,AuburnNorth Carolina,walker-kessler-1
515,Taylor Hendricks,515,1.6,6.2,5.4,2.5,22.5,8.1,16.2,.589,.403,.557,UTA,1,9,2023,UCF,2022-23,2022-23,34,34,5.7,122,97,3.5,2.2,.195,5.4,2.5,7.9,22.5,8.1,16.2,12.1,8.6,1.6,6.2,9.9,21.2,F,UCF,taylor-hendricks-1
516,Zeke Nnaji,515,1.3,3.3,5.6,2.3,25.7,11.5,20.3,.630,.054,.578,DEN,1,22,2020,Arizona,2019-20,2019-20,32,32,5.6,121,92,3.5,2.1,.229,5.6,2.3,8.0,25.7,11.5,20.3,15.9,5.8,1.3,3.3,14.6,24.1,F,Arizona,zeke-nnaji-1
517,Jared McCain,514,2.0,0.2,6.0,2.6,19.4,3.1,15.2,.611,.554,.577,PHI,1,16,2024,Duke,2023-24,2023-24,36,36,5.2,124,101,3.3,1.9,.182,6.0,2.6,8.5,19.4,3.1,15.2,9.3,11.0,2.0,0.2,10.1,21.1,G,Duke,jared-mccain-2
518,Santi Aldama,513,1.7,5.8,4.4,0.9,25.8,6.0,26.0,.567,.371,.552,UTA,1,30,2021,Loyola (MD),2019-20,2020-21,27,26,3.8,107,96,2.2,1.6,.171,4.4,0.9,5.3,25.8,6.0,26.0,16.1,15.5,1.7,5.8,14.7,29.7,F,Loyola (MD),santi-aldama-1
519,Asa Newell,509,2.0,3.8,7.6,2.0,26.1,13.9,13.5,.612,.253,.580,IND,1,23,2025,Georgia,2024-25,2024-25,33,33,5.2,131,104,3.8,1.4,.218,7.6,2.0,9.6,26.1,13.9,13.5,13.7,6.7,2.0,3.8,8.2,23.5,F,Georgia,asa-newell-1
520,Ja'Kobe Walter,508,2.0,0.8,4.6,1.2,17.1,5.3,12.0,.541,.574,.474,TOR,1,19,2024,Baylor,2023-24,2023-24,35,35,4.2,119,108,3.0,1.2,.149,4.6,1.2,5.8,17.1,5.3,12.0,8.7,8.1,2.0,0.8,9.1,23.4,G,Baylor,jakobe-walter-2
521,Gradey Dick,507,2.5,0.8,4.9,2.9,18.4,4.0,13.5,.581,.523,.547,TOR,1,13,2023,Kansas,2022-23,2022-23,36,36,4.9,117,99,2.8,2.1,.165,4.9,2.9,7.7,18.4,4.0,13.5,8.9,9.4,2.5,0.8,9.4,20.5,G,Kansas,gradey-dick-1
522,Andre Jackson Jr.,506,2.2,2.0,1.5,4.6,14.0,6.1,18.4,.514,.384,.484,ORL,2,36,2023,Connecticut,2020-21,2022-23,85,65,7.6,108,95,2.9,4.7,.134,1.5,4.6,6.1,14.0,6.1,18.4,12.3,22.0,2.2,2.0,24.1,14.2,G,Connecticut,andre-jackson-8
523,Keyonte George,506,2.3,0.7,4.5,1.1,17.8,4.2,13.6,.524,.553,.470,UTA,1,16,2023,Baylor,2022-23,2022-23,33,33,2.9,105,105,1.8,1.1,.125,4.5,1.1,5.6,17.8,4.2,13.6,8.8,20.1,2.3,0.7,16.4,30.8,G,Baylor,keyonte-george-1
524,Blake Wesley,504,2.6,0.2,0.5,0.8,16.9,3.0,11.6,.495,.404,.465,SAS,1,25,2022,Notre Dame,2021-22,2021-22,35,28,2.5,97,101,1.1,1.4,.098,0.5,0.8,1.3,16.9,3.0,11.6,7.5,17.4,2.6,0.2,13.1,31.3,G,Notre Dame,blake-wesley-1
525,Meyers Leonard,502,1.0,6.5,1.5,3.4,20.3,8.1,23.1,.601,.034,.569,POR,1,11,2012,Illinois,2010-11,2011-12,65,30,4.8,109,97,2.7,2.2,.149,1.5,3.4,4.9,20.3,8.1,23.1,15.4,8.5,1.0,6.5,18.4,21.1,C,Illinois,meyers-leonard-1
526,Wendell Carter Jr.,501,1.7,7.6,6.3,5.1,28.2,12.8,23.2,.628,.144,.591,CHI,1,7,2018,Duke,2017-18,2017-18,37,37,5.9,125,93,3.6,2.3,.239,6.3,5.1,11.4,28.2,12.8,23.2,18.4,13.0,1.7,7.6,15.8,22.8,F,Duke,wendell-carterjr-1
527,Jaylin Williams,499,2.1,4.1,2.0,5.0,17.6,5.8,27.9,.544,.249,.496,OKC,2,34,2022,Arkansas,2020-21,2021-22,63,40,6.3,109,90,2.5,3.9,.160,2.0,5.0,7.0,17.6,5.8,27.9,16.8,13.3,2.1,4.1,16.6,16.6,F,Arkansas,jaylin-williams-2
528,Jaylen Brown,498,1.7,2.2,1.1,2.5,17.6,4.4,16.6,.518,.270,.471,BOS,1,3,2016,California,2015-16,2015-16,34,34,2.7,99,97,1.0,1.8,.117,1.1,2.5,3.6,17.6,4.4,16.6,10.8,15.3,1.7,2.2,17.9,31.4,F,California,jaylen-brown-1
529,Keldon Johnson,498,1.5,0.6,4.1,2.6,18.5,5.5,16.5,.558,.316,.521,SAS,1,29,2019,Kentucky,2018-19,2018-19,37,36,4.9,116,98,2.9,2.0,.171,4.1,2.6,6.7,18.5,5.5,16.5,11.3,10.4,1.5,0.6,11.8,22.7,G,Kentucky,keldon-johnson-1
530,Maurice Harkless,497,2.6,4.2,3.0,1.0,21.1,8.4,20.3,.504,.185,.472,PHI,1,15,2012,St. John's (NY),2011-12,2011-12,32,32,3.2,102,102,1.8,1.3,.109,3.0,1.0,4.0,21.1,8.4,20.3,14.0,9.6,2.6,4.2,14.0,24.9,G,St. John's (NY),maurice-harkless-1
531,Malachi Richardson,496,2.0,0.9,1.4,2.1,13.8,1.7,12.1,.510,.544,.465,CHA,1,22,2016,Syracuse,2015-16,2015-16,37,37,3.3,103,102,1.5,1.8,.104,1.4,2.1,3.5,13.8,1.7,12.1,6.9,12.8,2.0,0.9,14.0,23.2,G,Syracuse,malachi-richardson-1
532,V.J. Edgecombe,495,3.8,2.3,7.1,4.3,22.1,7.1,13.5,.552,.402,.504,PHI,1,3,2025,Baylor,2024-25,2024-25,33,33,4.8,119,102,3.0,1.8,.178,7.1,4.3,11.4,22.1,7.1,13.5,10.2,19.2,3.8,2.3,12.5,24.1,G,Baylor,vj-edgecombe-1
533,Bam Adebayo,494,1.2,4.9,4.5,3.6,22.0,11.1,17.3,.624,.000,.599,MIA,1,14,2017,Kentucky,2016-17,2016-17,38,38,5.6,124,96,3.3,2.3,.196,4.5,3.6,8.2,22.0,11.1,17.3,14.2,4.7,1.2,4.9,13.9,18.5,F,Kentucky,edrice-adebayo-1
534,Kasparas Jakucionis,494,1.5,0.8,4.0,2.6,17.4,4.9,13.6,.590,.501,.519,MIA,1,20,2025,Illinois,2024-25,2024-25,33,33,3.7,112,105,2.2,1.5,.141,4.0,2.6,6.6,17.4,4.9,13.6,9.5,26.0,1.5,0.8,22.7,24.2,G,Illinois,kasparas-jakucionis-1
535,Justise Winslow,492,2.8,2.9,5.3,4.6,22.3,5.4,19.8,.572,.309,.551,MIA,1,10,2015,Duke,2014-15,2014-15,39,39,5.5,115,93,3.1,2.5,.196,5.3,4.6,10.0,22.3,5.4,19.8,13.1,13.2,2.8,2.9,14.2,22.9,F,Duke,justise-winslow-1
536,D.J. Wilson,491,1.2,5.6,4.4,2.6,20.4,6.2,16.0,.614,.369,.592,MIL,1,17,2017,Michigan,2014-15,2016-17,69,36,5.3,120,103,3.4,1.9,.158,4.4,2.6,7.0,20.4,6.2,16.0,11.2,8.6,1.2,5.6,11.5,19.0,F,Michigan,dj-wilson-1
537,Precious Achiuwa,489,2.0,6.4,2.5,3.4,23.3,11.4,24.6,.534,.108,.511,MIA,1,20,2020,Memphis,2019-20,2019-20,31,31,4.4,101,82,1.5,2.9,.187,2.5,3.4,5.8,23.3,11.4,24.6,18.6,7.5,2.0,6.4,16.0,27.7,F,Memphis,precious-achiuwa-1
538,Taelon Peter,489,2.3,0.5,6.0,1.9,25.5,1.7,17.4,.709,.594,.695,IND,2,54,2025,Liberty,2020-21,2024-25,41,2,5.2,133,95,3.2,2.0,.246,6.0,1.9,7.9,25.5,1.7,17.4,10.1,9.7,2.3,0.5,6.8,23.8,G,LibertyTennessee Tech,taelon-peter-1
539,Jayson Tatum,488,2.3,3.2,4.6,3.2,22.0,4.8,19.7,.566,.321,.507,BOS,1,3,2017,Duke,2016-17,2016-17,29,27,4.1,111,98,2.3,1.8,.169,4.6,3.2,7.9,22.0,4.8,19.7,12.6,12.4,2.3,3.2,15.0,26.2,F,Duke,jayson-tatum-1
540,Rob Dillingham,486,2.4,0.3,5.6,0.7,23.5,1.2,11.8,.595,.398,.564,SAS,1,8,2024,Kentucky,2023-24,2023-24,32,1,3.3,118,110,2.6,0.7,.174,5.6,0.7,6.2,23.5,1.2,11.8,6.8,29.7,2.4,0.3,13.5,30.3,G,Kentucky,rob-dillingham-1
541,Cam Reddish,485,2.9,1.9,1.3,3.2,13.6,2.0,10.7,.499,.618,.459,ATL,1,10,2019,Duke,2018-19,2018-19,36,35,3.0,98,95,0.8,2.2,.113,1.3,3.2,4.5,13.6,2.0,10.7,6.5,10.7,2.9,1.9,16.5,25.3,F,Duke,cam-reddish-1
542,Michael Kidd-Gilchrist,476,1.9,2.8,4.1,3.6,21.2,10.3,17.3,.570,.156,.511,CHA,1,2,2012,Kentucky,2011-12,2011-12,40,39,6.0,116,92,3.4,2.6,.192,4.1,3.6,7.7,21.2,10.3,17.3,14.0,10.8,1.9,2.8,17.3,20.6,F,Kentucky,michael-kidd-gilchrist-1
543,Kennedy Chandler,473,4.1,0.9,4.2,4.8,20.2,2.5,9.7,.539,.327,.527,SAS,2,38,2022,Tennessee,2021-22,2021-22,34,34,4.6,108,92,2.2,2.4,.176,4.2,4.8,9.0,20.2,2.5,9.7,6.0,32.3,4.1,0.9,16.2,25.0,G,Tennessee,kennedy-chandler-1
544,Tristan Thompson,471,1.8,7.2,4.4,4.5,24.2,14.0,13.7,.536,.000,.546,CLE,1,4,2011,Texas,2010-11,2010-11,36,34,5.5,112,89,2.8,2.7,.200,4.4,4.5,8.9,24.2,14.0,13.7,13.8,8.1,1.8,7.2,12.7,22.4,F,Texas,tristan-thompson-2
545,Aaron Gordon,470,1.8,3.4,3.7,4.7,20.4,10.4,19.3,.503,.118,.516,ORL,1,4,2014,Arizona,2013-14,2013-14,38,38,5.4,109,89,2.1,3.3,.183,3.7,4.7,8.4,20.4,10.4,19.3,14.9,13.0,1.8,3.4,10.5,23.2,F,Arizona,aaron-gordon-1
546,Marquese Chriss,467,1.9,5.8,2.8,2.2,21.6,9.8,11.6,.585,.178,.561,SAC,1,8,2016,Washington,2015-16,2015-16,34,34,3.1,112,102,1.9,1.2,.148,2.8,2.2,4.9,21.6,9.8,11.6,10.7,6.3,1.9,5.8,14.7,24.1,F,Washington,marquese-chriss-1
547,Archie Goodwin,466,2.1,1.4,1.0,1.1,16.9,5.6,11.2,.509,.179,.464,OKC,1,29,2013,Kentucky,2012-13,2012-13,33,33,3.1,100,99,1.6,1.5,.117,1.0,1.1,2.1,16.9,5.6,11.2,8.5,16.8,2.1,1.4,18.1,27.2,G,Kentucky,archie-goodwin-1
548,Royce White,463,2.2,3.0,4.3,3.8,22.8,9.4,26.2,.537,.036,.541,HOU,1,16,2012,Iowa State,2009-10,2011-12,35,33,4.1,103,95,2.1,2.0,.150,4.3,3.8,8.2,22.8,9.4,26.2,17.7,34.5,2.2,3.0,23.2,26.5,F,Iowa StateMinnesota,royce-white-1
549,Tyus Jones,461,2.7,0.2,6.0,3.3,20.4,1.8,9.9,.575,.383,.489,CLE,1,24,2015,Duke,2014-15,2014-15,39,39,6.5,125,99,4.4,2.1,.196,6.0,3.3,9.3,20.4,1.8,9.9,6.1,27.5,2.7,0.2,15.9,18.7,G,Duke,tyus-jones-1
550,Anthony Black,460,3.4,1.8,2.8,3.9,17.2,4.3,12.6,.549,.283,.495,ORL,1,6,2023,Arkansas,2022-23,2022-23,36,36,4.2,105,97,1.8,2.4,.133,2.8,3.9,6.7,17.2,4.3,12.6,8.5,20.6,3.4,1.8,20.6,20.9,G,Arkansas,anthony-black-1
551,Carlton Carrington,456,1.0,0.9,2.6,1.3,16.3,1.6,16.8,.530,.523,.496,POR,1,14,2024,Pittsburgh,2023-24,2023-24,33,33,3.6,112,105,2.2,1.4,.133,2.6,1.3,3.9,16.3,1.6,16.8,8.9,24.0,1.0,0.9,13.0,23.0,G,Pittsburgh,carlton-carrington-1
552,Justin Jackson,455,1.8,2.9,2.1,1.9,16.2,8.4,18.0,.532,.394,.495,DEN,2,43,2018,Maryland,2016-17,2017-18,44,40,3.7,104,98,1.5,2.2,.121,2.1,1.9,4.0,16.2,8.4,18.0,13.4,8.3,1.8,2.9,16.8,21.2,F,Maryland,justin-jackson-5
553,Onyeka Okongwu,454,2.3,9.8,6.7,4.9,31.1,12.4,18.4,.645,.014,.618,ATL,1,6,2020,Southern California,2019-20,2019-20,28,28,5.4,123,88,3.2,2.1,.251,6.7,4.9,11.6,31.1,12.4,18.4,15.5,8.4,2.3,9.8,13.7,23.6,F,Southern California,onyeka-okongwu-1
554,Tyrell Terry,454,2.5,0.2,3.4,2.7,19.3,1.4,14.4,.589,.456,.535,DAL,2,31,2020,Stanford,2019-20,2019-20,31,31,4.5,108,91,2.3,2.3,.179,3.4,2.7,6.1,19.3,1.4,14.4,8.3,20.3,2.5,0.2,17.5,24.5,G,Stanford,tyrell-terry-1
555,Justin Patton,453,1.9,5.9,4.2,4.2,25.2,8.0,19.0,.671,.051,.689,CHI,1,16,2017,Creighton,2016-17,2016-17,35,34,4.3,120,96,2.5,1.8,.194,4.2,4.2,8.4,25.2,8.0,19.0,13.9,8.5,1.9,5.9,15.1,22.0,C,Creighton,justin-patton-1
556,Chet Holmgren,452,1.6,12.6,7.5,7.5,31.3,8.0,28.7,.691,.375,.680,OKC,1,2,2022,Gonzaga,2021-22,2021-22,32,31,6.3,127,79,3.3,3.1,.294,7.5,7.5,15.0,31.3,8.0,28.7,19.6,11.4,1.6,12.6,15.7,21.6,C,Gonzaga,chet-holmgren-1
557,Dakari Johnson,450,1.2,5.2,3.0,3.6,21.2,15.0,17.2,.550,.000,.537,OKC,2,48,2015,Kentucky,2013-14,2014-15,78,18,5.8,115,91,2.9,2.9,.196,3.0,3.6,6.6,21.2,15.0,17.2,16.2,6.7,1.2,5.2,14.1,20.6,C,Kentucky,dakari-johnson-1
558,Nico Mannion,447,2.1,0.0,3.6,1.8,17.2,0.9,7.9,.520,.441,.465,GSW,2,48,2020,Arizona,2019-20,2019-20,32,32,3.9,107,98,2.2,1.7,.152,3.6,1.8,5.4,17.2,0.9,7.9,4.4,31.5,2.1,0.0,16.0,24.5,G,Arizona,nico-mannion-1
559,Jarrett Allen,442,1.0,5.0,2.6,2.6,20.3,10.9,18.9,.571,.022,.566,NJN,1,22,2017,Texas,2016-17,2016-17,33,33,3.3,105,100,1.5,1.7,.124,2.6,2.6,5.2,20.3,10.9,18.9,14.9,5.7,1.0,5.0,17.8,22.6,F,Texas,jarrett-allen-1
560,Will Riley,441,0.6,1.0,4.8,1.7,17.4,5.2,11.6,.532,.401,.497,UTA,1,21,2025,Illinois,2024-25,2024-25,35,9,3.3,118,108,2.3,1.0,.146,4.8,1.7,6.5,17.4,5.2,11.6,8.5,16.1,0.6,1.0,9.2,23.8,F,Illinois,will-riley-1
561,Isaiah Collier,440,2.8,0.8,3.2,1.0,19.3,2.5,8.6,.567,.255,.533,UTA,1,29,2024,Southern California,2023-24,2023-24,27,26,2.2,106,109,1.4,0.8,.110,3.2,1.0,4.2,19.3,2.5,8.6,5.6,30.9,2.8,0.8,18.7,29.7,G,Southern California,isaiah-collier-2
562,Josh Harrellson,440,1.9,5.3,4.9,3.8,21.9,14.9,19.1,.576,.086,.562,NOH,2,45,2011,Kentucky,2008-09,2010-11,94,40,6.8,131,92,3.6,3.2,.182,4.9,3.8,8.7,21.9,14.9,19.1,16.8,4.9,1.9,5.3,13.6,15.0,F,Kentucky,josh-harrellson-1
563,Tyler Ennis,440,3.9,0.7,4.8,3.9,21.3,2.6,9.0,.511,.236,.453,PHO,1,18,2014,Syracuse,2013-14,2013-14,34,34,5.5,117,99,3.2,2.2,.180,4.8,3.9,8.7,21.3,2.6,9.0,5.7,32.3,3.9,0.7,11.9,21.9,G,Syracuse,tyler-ennis-1
564,Jase Richardson,437,1.9,1.4,6.5,5.1,20.7,3.0,11.4,.624,.390,.574,ORL,1,25,2025,Michigan State,2024-25,2024-25,36,15,4.8,132,100,3.1,1.7,.209,6.5,5.1,11.6,20.7,3.0,11.4,7.4,14.4,1.9,1.4,7.9,20.6,G,Michigan State,jase-richardson-1
565,Malaki Branham,437,1.5,1.0,4.8,0.9,20.4,3.5,10.5,.596,.277,.556,SAS,1,20,2022,Ohio State,2021-22,2021-22,32,31,3.6,117,107,2.9,0.8,.154,4.8,0.9,5.7,20.4,3.5,10.5,7.3,14.5,1.5,1.0,12.8,24.1,G,Ohio State,malaki-branham-1
